entry_id,fecha,account_code,account_name,debit,credit,descripcion,invoice_uuid,txn_id
GL00070,2025-01-21,6000,Gastos materia_prima,85692.4,0,Factura 95149 Industrias Nuevo León SA de CV,19E9E3A4-18DC-CEB6-84FC-FCB0F5E90352,
GL00071,2025-01-21,1180,IVA acreditable,13710.78,0,IVA factura 95149,19E9E3A4-18DC-CEB6-84FC-FCB0F5E90352,
GL00072,2025-01-21,2100,Proveedores,0,99403.18,Factura 95149 Industrias Nuevo León SA de CV,19E9E3A4-18DC-CEB6-84FC-FCB0F5E90352,
GL00073,2025-01-21,1200,Clientes,80746.74,0,Venta 1423 Construcciones Hernández SA de CV,489AC27E-6281-03F0-1D9F-FF257E63F654,
GL00074,2025-01-21,4000,Ventas,0,69609.26,Venta 1423 Construcciones Hernández SA de CV,489AC27E-6281-03F0-1D9F-FF257E63F654,
GL00075,2025-01-21,2180,IVA trasladado,0,11137.48,IVA venta 1423,489AC27E-6281-03F0-1D9F-FF257E63F654,
GL00076,2025-01-22,6000,Gastos refacciones,101749.9,0,Factura 6721 Servicios Guadalupe S de RL de CV,2737F345-3886-29FF-B2A0-F778809D6444,
GL00077,2025-01-22,1180,IVA acreditable,16279.98,0,IVA factura 6721,2737F345-3886-29FF-B2A0-F778809D6444,
GL00078,2025-01-22,2100,Proveedores,0,118029.88,Factura 6721 Servicios Guadalupe S de RL de CV,2737F345-3886-29FF-B2A0-F778809D6444,
GL00079,2025-01-22,6000,Gastos consumibles,7740.5,0,Factura 70428 Aceros de México S de RL de CV,DFCF338C-DEC5-6DC3-AD96-8213F0A9B97F,
GL00080,2025-01-22,1180,IVA acreditable,1238.48,0,IVA factura 70428,DFCF338C-DEC5-6DC3-AD96-8213F0A9B97F,
GL00081,2025-01-22,2100,Proveedores,0,8978.98,Factura 70428 Aceros de México S de RL de CV,DFCF338C-DEC5-6DC3-AD96-8213F0A9B97F,
GL00082,2025-01-24,6000,Gastos refacciones,104179.9,0,Factura 33447 Hidráulica Apodaca SAPI de CV,4818B004-B0A4-F557-3381-001FA3FF8FD2,
GL00083,2025-01-24,1180,IVA acreditable,16668.78,0,IVA factura 33447,4818B004-B0A4-F557-3381-001FA3FF8FD2,
GL00084,2025-01-24,2100,Proveedores,0,120848.68,Factura 33447 Hidráulica Apodaca SAPI de CV,4818B004-B0A4-F557-3381-001FA3FF8FD2,
GL00085,2025-01-27,6000,Gastos materia_prima,140977.8,0,Factura 23326 Ferretera de México SAPI de CV,EBD14B0C-C7F4-F4F9-8222-1AD3ECA391D4,
GL00086,2025-01-27,1180,IVA acreditable,22556.45,0,IVA factura 23326,EBD14B0C-C7F4-F4F9-8222-1AD3ECA391D4,
GL00087,2025-01-27,2100,Proveedores,0,163534.25,Factura 23326 Ferretera de México SAPI de CV,EBD14B0C-C7F4-F4F9-8222-1AD3ECA391D4,
GL00088,2025-01-27,6000,Gastos renta_util,13560.5,0,Factura 15312 Maquinados Apodaca SA de CV,83D0BAE7-7C2C-FBCF-0770-D18FC9160147,
GL00089,2025-01-27,1180,IVA acreditable,2169.68,0,IVA factura 15312,83D0BAE7-7C2C-FBCF-0770-D18FC9160147,
GL00090,2025-01-27,2100,Proveedores,0,15730.18,Factura 15312 Maquinados Apodaca SA de CV,83D0BAE7-7C2C-FBCF-0770-D18FC9160147,
GL00091,2025-01-27,1200,Clientes,381130.61,0,Venta 1519 Autopartes Quintanilla S de RL de CV,0E378B07-CC53-5C3E-52BB-530D486FAC8F,
GL00092,2025-01-27,4000,Ventas,0,328560.87,Venta 1519 Autopartes Quintanilla S de RL de CV,0E378B07-CC53-5C3E-52BB-530D486FAC8F,
GL00093,2025-01-27,2180,IVA trasladado,0,52569.74,IVA venta 1519,0E378B07-CC53-5C3E-52BB-530D486FAC8F,
GL00094,2025-01-28,6100,Sueldos y salarios,433992.65,0,Nómina,,TX00001
GL00095,2025-01-28,1020,Bancos,0,433992.65,Nómina,,TX00001
GL00096,2025-01-29,2100,Proveedores,25877.05,0,Pago Distribuidora Industrial S de RL de CV,EE6081AC-2DD0-622E-266B-F2EAEB93F78C,TX00002
GL00097,2025-01-29,1020,Bancos,0,25877.05,Pago Distribuidora Industrial S de RL de CV,EE6081AC-2DD0-622E-266B-F2EAEB93F78C,TX00002
GL00098,2025-01-29,6000,Gastos materia_prima,101452.4,0,Factura 29816 Industrias Nuevo León SA de CV,1EDBBE71-DE2A-2DDF-EE24-9B726AA12ABD,
GL00099,2025-01-29,1180,IVA acreditable,16232.38,0,IVA factura 29816,1EDBBE71-DE2A-2DDF-EE24-9B726AA12ABD,
GL00100,2025-01-29,2100,Proveedores,0,117684.78,Factura 29816 Industrias Nuevo León SA de CV,1EDBBE71-DE2A-2DDF-EE24-9B726AA12ABD,
GL00101,2025-01-29,6000,Gastos refacciones,188312.4,0,Factura 2553 Hidráulica Apodaca SAPI de CV,892FCA69-8E20-17E1-50C4-CB4BAD9E5C1E,
GL00102,2025-01-29,1180,IVA acreditable,30129.98,0,IVA factura 2553,892FCA69-8E20-17E1-50C4-CB4BAD9E5C1E,
GL00103,2025-01-29,2100,Proveedores,0,218442.38,Factura 2553 Hidráulica Apodaca SAPI de CV,892FCA69-8E20-17E1-50C4-CB4BAD9E5C1E,
GL00104,2025-01-29,2100,Proveedores,111580.4,0,Pago Soldadura Industrial SA de CV,4721194B-C8A4-AE21-D9F8-50E913AD3EAD,TX00003
GL00105,2025-01-29,1020,Bancos,0,111580.4,Pago Soldadura Industrial SA de CV,4721194B-C8A4-AE21-D9F8-50E913AD3EAD,TX00003
GL00106,2025-01-29,1200,Clientes,322533.82,0,Venta 1446 Grupo López SAPI de CV,4FE5C13B-A5E8-C198-3C10-316D3F63A065,
GL00107,2025-01-29,4000,Ventas,0,278046.4,Venta 1446 Grupo López SAPI de CV,4FE5C13B-A5E8-C198-3C10-316D3F63A065,
GL00108,2025-01-29,2180,IVA trasladado,0,44487.42,IVA venta 1446,4FE5C13B-A5E8-C198-3C10-316D3F63A065,
GL00109,2025-01-29,1200,Clientes,251173.74,0,Venta 1473 Construcciones Elizondo SA de CV,1CEB08FE-F2DE-B798-B31A-25B55FECAA6E,
GL00110,2025-01-29,4000,Ventas,0,216529.09,Venta 1473 Construcciones Elizondo SA de CV,1CEB08FE-F2DE-B798-B31A-25B55FECAA6E,
GL00111,2025-01-29,2180,IVA trasladado,0,34644.65,IVA venta 1473,1CEB08FE-F2DE-B798-B31A-25B55FECAA6E,
GL00112,2025-01-29,1020,Bancos,213716.39,0,Cobro Construcciones Quintanilla S de RL de CV,93683DD6-5050-127E-4E38-5D03A0D80651,TX00004
GL00113,2025-01-29,1200,Clientes,0,213716.39,Cobro Construcciones Quintanilla S de RL de CV,93683DD6-5050-127E-4E38-5D03A0D80651,TX00004
GL00114,2025-01-31,1200,Clientes,68162.23,0,Venta 1500 Autopartes Martínez SAPI de CV,E88188C3-788F-06ED-3C1E-919BEE5A4007,
GL00115,2025-01-31,4000,Ventas,0,58760.54,Venta 1500 Autopartes Martínez SAPI de CV,E88188C3-788F-06ED-3C1E-919BEE5A4007,
GL00116,2025-01-31,2180,IVA trasladado,0,9401.69,IVA venta 1500,E88188C3-788F-06ED-3C1E-919BEE5A4007,
GL00117,2025-02-03,6000,Gastos logistica,76102.4,0,Factura 47433 Pinturas del Norte SAPI de CV,13B11E59-C85C-D714-7BF6-95524CBC9044,
GL00118,2025-02-03,1180,IVA acreditable,12176.38,0,IVA factura 47433,13B11E59-C85C-D714-7BF6-95524CBC9044,
GL00119,2025-02-03,2100,Proveedores,0,88278.78,Factura 47433 Pinturas del Norte SAPI de CV,13B11E59-C85C-D714-7BF6-95524CBC9044,
GL00120,2025-02-03,2100,Proveedores,11217.2,0,Pago Pinturas San Nicolás S de RL de CV,B0117B0A-3496-51D6-A790-55B06001F54D,TX00005
GL00121,2025-02-03,1020,Bancos,0,11217.2,Pago Pinturas San Nicolás S de RL de CV,B0117B0A-3496-51D6-A790-55B06001F54D,TX00005
GL00122,2025-02-03,6000,Gastos consumibles,79399.9,0,Factura 72381 Herramientas Monterrey SA de CV,C4072654-7F5F-61AA-AEE7-C7A586296FBE,
GL00123,2025-02-03,1180,IVA acreditable,12703.98,0,IVA factura 72381,C4072654-7F5F-61AA-AEE7-C7A586296FBE,
GL00124,2025-02-03,2100,Proveedores,0,92103.88,Factura 72381 Herramientas Monterrey SA de CV,C4072654-7F5F-61AA-AEE7-C7A586296FBE,
GL00125,2025-02-03,2100,Proveedores,83529.05,0,Pago Herramientas Monterrey SA de CV,4185300D-971D-F5FD-B389-50CE9FBC879E,TX00006
GL00126,2025-02-03,1020,Bancos,0,83529.05,Pago Herramientas Monterrey SA de CV,4185300D-971D-F5FD-B389-50CE9FBC879E,TX00006
GL00127,2025-02-03,6000,Gastos materia_prima,112322.4,0,Factura 57847 Soldadura Industrial SA de CV,2D8CC973-43C1-136C-D013-B7A3F4A29332,
GL00128,2025-02-03,1180,IVA acreditable,17971.58,0,IVA factura 57847,2D8CC973-43C1-136C-D013-B7A3F4A29332,
GL00129,2025-02-03,2100,Proveedores,0,130293.98,Factura 57847 Soldadura Industrial SA de CV,2D8CC973-43C1-136C-D013-B7A3F4A29332,
GL00130,2025-02-03,6000,Gastos consumibles,4550.5,0,Factura 57596 Aceros de México S de RL de CV,2A3DD769-8DAC-210D-5EB3-8EF5B24070CA,
GL00131,2025-02-03,1180,IVA acreditable,728.08,0,IVA factura 57596,2A3DD769-8DAC-210D-5EB3-8EF5B24070CA,
GL00132,2025-02-03,2100,Proveedores,0,5278.58,Factura 57596 Aceros de México S de RL de CV,2A3DD769-8DAC-210D-5EB3-8EF5B24070CA,
GL00133,2025-02-03,1020,Bancos,369911.51,0,Cobro Envases Rodríguez SAPI de CV,32440F07-0AE2-63E0-6E66-3C0AC1E0A4A1,TX00007
GL00134,2025-02-03,1200,Clientes,0,369911.51,Cobro Envases Rodríguez SAPI de CV,32440F07-0AE2-63E0-6E66-3C0AC1E0A4A1,TX00007
GL00135,2025-02-03,1200,Clientes,172367.29,0,Venta 1414 Envases Rodríguez SAPI de CV,C8497436-18B4-75B1-C12A-34F402A13629,
GL00136,2025-02-03,4000,Ventas,0,148592.49,Venta 1414 Envases Rodríguez SAPI de CV,C8497436-18B4-75B1-C12A-34F402A13629,
GL00137,2025-02-03,2180,IVA trasladado,0,23774.8,IVA venta 1414,C8497436-18B4-75B1-C12A-34F402A13629,
GL00138,2025-02-03,1200,Clientes,193335.2,0,Venta 1483 Construcciones Quintanilla S de RL de CV,8C37E264-D03C-D20A-BAAE-EBF89A244525,
GL00139,2025-02-03,4000,Ventas,0,166668.28,Venta 1483 Construcciones Quintanilla S de RL de CV,8C37E264-D03C-D20A-BAAE-EBF89A244525,
GL00140,2025-02-03,2180,IVA trasladado,0,26666.92,IVA venta 1483,8C37E264-D03C-D20A-BAAE-EBF89A244525,
GL00141,2025-02-03,1200,Clientes,267021.76,0,Venta 1546 Envases López SAPI de CV,8DA22A39-50DB-8E34-938F-2B906C087D6C,
GL00142,2025-02-03,4000,Ventas,0,230191.17,Venta 1546 Envases López SAPI de CV,8DA22A39-50DB-8E34-938F-2B906C087D6C,
GL00143,2025-02-03,2180,IVA trasladado,0,36830.59,IVA venta 1546,8DA22A39-50DB-8E34-938F-2B906C087D6C,
GL00144,2025-02-03,6000,Gastos consumibles,10257.29,0,Factura 12793 Refacciones San Nicolás S de RL de CV,0AB74B5D-FCD4-9681-CA09-7B17951B2503,
GL00145,2025-02-03,1180,IVA acreditable,1641.17,0,IVA factura 12793,0AB74B5D-FCD4-9681-CA09-7B17951B2503,
GL00146,2025-02-03,2100,Proveedores,0,11898.46,Factura 12793 Refacciones San Nicolás S de RL de CV,0AB74B5D-FCD4-9681-CA09-7B17951B2503,
GL00147,2025-02-05,6000,Gastos consumibles,50709.9,0,Factura 45725 Servicios Escobedo SAPI de CV,953B0F1F-EA3E-072A-8F22-1604D46B7756,
GL00148,2025-02-05,1180,IVA acreditable,8113.58,0,IVA factura 45725,953B0F1F-EA3E-072A-8F22-1604D46B7756,
GL00149,2025-02-05,2100,Proveedores,0,58823.48,Factura 45725 Servicios Escobedo SAPI de CV,953B0F1F-EA3E-072A-8F22-1604D46B7756,
GL00150,2025-02-05,6000,Gastos servicios,138740,0,Factura 63285 Metálica Escobedo SAPI de CV,C7A2EE6F-D166-EB08-B073-6DD1F443864C,
GL00151,2025-02-05,1180,IVA acreditable,22198.4,0,IVA factura 63285,C7A2EE6F-D166-EB08-B073-6DD1F443864C,
GL00152,2025-02-05,2100,Proveedores,0,160938.4,Factura 63285 Metálica Escobedo SAPI de CV,C7A2EE6F-D166-EB08-B073-6DD1F443864C,
GL00153,2025-02-05,1020,Bancos,405451.0,0,Cobro Envases López SAPI de CV,4B7A123E-338A-EA2D-3E1C-FA1495D16384,TX00008
GL00154,2025-02-05,1200,Clientes,0,405451.0,Cobro Envases López SAPI de CV,4B7A123E-338A-EA2D-3E1C-FA1495D16384,TX00008
GL00155,2025-02-06,6000,Gastos refacciones,61302.4,0,Factura 35158 Aceros Apodaca S de RL de CV,B5DEF807-4A96-5478-A72B-DDDD511EEEB8,
GL00156,2025-02-06,1180,IVA acreditable,9808.38,0,IVA factura 35158,B5DEF807-4A96-5478-A72B-DDDD511EEEB8,
GL00157,2025-02-06,2100,Proveedores,0,71110.78,Factura 35158 Aceros Apodaca S de RL de CV,B5DEF807-4A96-5478-A72B-DDDD511EEEB8,
GL00158,2025-02-06,6000,Gastos refacciones,92767.8,0,Factura 88147 Servicios Guadalupe S de RL de CV,1CCEC1EF-16EF-ACDF-9375-EE61EC94503E,
GL00159,2025-02-06,1180,IVA acreditable,14842.85,0,IVA factura 88147,1CCEC1EF-16EF-ACDF-9375-EE61EC94503E,
GL00160,2025-02-06,2100,Proveedores,0,107610.65,Factura 88147 Servicios Guadalupe S de RL de CV,1CCEC1EF-16EF-ACDF-9375-EE61EC94503E,
GL00161,2025-02-06,2100,Proveedores,92950.68,0,Pago Grupo del Norte SAPI de CV,0C8D51D2-1673-AEFB-EB9E-54E054C3B22E,TX00009
GL00162,2025-02-06,1020,Bancos,0,92950.68,Pago Grupo del Norte SAPI de CV,0C8D51D2-1673-AEFB-EB9E-54E054C3B22E,TX00009
GL00163,2025-02-07,6000,Gastos consumibles,19999.9,0,Factura 43742 Industrias Apodaca SA de CV,E8334DA5-DE95-D695-3579-C1437AB99428,
GL00164,2025-02-07,1180,IVA acreditable,3199.98,0,IVA factura 43742,E8334DA5-DE95-D695-3579-C1437AB99428,
GL00165,2025-02-07,2100,Proveedores,0,23199.88,Factura 43742 Industrias Apodaca SA de CV,E8334DA5-DE95-D695-3579-C1437AB99428,
GL00166,2025-02-07,6000,Gastos materia_prima,13609.9,0,Factura 11438 Grupo Monterrey S de RL de CV,9B47E639-4D25-51EB-AF95-BE79C971BF51,
GL00167,2025-02-07,1180,IVA acreditable,2177.58,0,IVA factura 11438,9B47E639-4D25-51EB-AF95-BE79C971BF51,
GL00168,2025-02-07,2100,Proveedores,0,15787.48,Factura 11438 Grupo Monterrey S de RL de CV,9B47E639-4D25-51EB-AF95-BE79C971BF51,
GL00169,2025-02-10,6000,Gastos consumibles,51700,0,Factura 9008 Industrias Apodaca SA de CV,3B3F3800-A175-A9C3-D7B1-02A92332A50E,
GL00170,2025-02-10,1180,IVA acreditable,8272.0,0,IVA factura 9008,3B3F3800-A175-A9C3-D7B1-02A92332A50E,
GL00171,2025-02-10,2100,Proveedores,0,59972.0,Factura 9008 Industrias Apodaca SA de CV,3B3F3800-A175-A9C3-D7B1-02A92332A50E,
GL00172,2025-02-10,6000,Gastos consumibles,162992.4,0,Factura 41320 Grupo Guadalupe SA de CV,EDC3A1C3-2DEA-2D2D-086C-405FA879D8F8,
GL00173,2025-02-10,1180,IVA acreditable,26078.78,0,IVA factura 41320,EDC3A1C3-2DEA-2D2D-086C-405FA879D8F8,
GL00174,2025-02-10,2100,Proveedores,0,189071.18,Factura 41320 Grupo Guadalupe SA de CV,EDC3A1C3-2DEA-2D2D-086C-405FA879D8F8,
GL00175,2025-02-10,6000,Gastos materia_prima,139900,0,Factura 92440 Aceros Santa Catarina SA de CV,7B94A34D-E4AA-786D-9D17-D218FC3B0DE5,
GL00176,2025-02-10,1180,IVA acreditable,22384.0,0,IVA factura 92440,7B94A34D-E4AA-786D-9D17-D218FC3B0DE5,
GL00177,2025-02-10,2100,Proveedores,0,162284.0,Factura 92440 Aceros Santa Catarina SA de CV,7B94A34D-E4AA-786D-9D17-D218FC3B0DE5,
GL00178,2025-02-10,6000,Gastos servicios,57160,0,Factura 75005 Neumática Apodaca S de RL de CV,CCEA5031-844E-250B-E684-390C923B7820,
GL00179,2025-02-10,1180,IVA acreditable,9145.6,0,IVA factura 75005,CCEA5031-844E-250B-E684-390C923B7820,
GL00180,2025-02-10,2100,Proveedores,0,66305.6,Factura 75005 Neumática Apodaca S de RL de CV,CCEA5031-844E-250B-E684-390C923B7820,
GL00181,2025-02-10,6000,Gastos materia_prima,63320,0,Factura 48474 Industrias Nuevo León SA de CV,6A7BE8B1-E3F3-42A8-F030-BFD4BE54898E,
