receipt_id,po_number,supplier_id,invoice_uuid,fecha,descripcion,cantidad,received_by,warehouse
GR00030,PO00163,S00012,6A7BE8B1-E3F3-42A8-F030-BFD4BE54898E,2025-02-06,Tubo estructural,143.0,E00004,ALM-02
GR00031,PO00209,S00038,B646E2B1-7800-E27A-9ACE-63CCD89C83F6,2025-02-07,Electrodos 6013,129.0,E00004,ALM-02
GR00032,PO00266,S00011,51589375-7D8F-2350-31C7-7A4464F8F226,2025-02-07,Discos de corte,132.0,E00004,ALM-02
GR00033,PO00405,S00042,3B3F3800-A175-A9C3-D7B1-02A92332A50E,2025-02-10,Discos de corte,106.0,E00004,ALM-01
GR00034,PO00345,S00031,9620BEE6-6406-FACE-53A5-E8508950DDD6,2025-02-10,Electrodos 6013,40.0,E00004,ALM-02
GR00035,PO00383,S00017,97867B12-1328-1726-64F4-34D6D1E91691,2025-02-10,Placa de acero A36,164.0,E00004,ALM-01
GR00036,PO00393,S00012,B3EDD6ED-B089-4DE4-E626-7164D3616B3A,2025-02-10,Placa de acero A36,125.0,E00004,ALM-02
GR00037,PO00134,S00040,B3099E0D-B0AC-0677-D60F-8680A124FDB2,2025-02-12,Barra redonda 1018,152.0,E00004,ALM-02
GR00038,PO00038,S00033,21EBFAA9-1A2B-D69C-450F-69EEC2E79A98,2025-02-14,Guantes de carnaza,93.0,E00004,ALM-02
GR00039,PO00367,S00003,62874624-A433-1510-AD21-B4CCA9E8F0D8,2025-02-18,Perfil PTR 2x2,89.0,E00004,ALM-01
GR00040,PO00180,S00031,70F81DBA-2871-9B9B-DB8F-0E32EDEF5003,2025-02-19,Discos de corte,32.0,E00004,ALM-01
GR00041,PO00277,S00031,6DEC6BBD-F697-77A1-59FE-3D53624FEA4B,2025-02-19,Solvente industrial,187.0,E00004,ALM-01
GR00042,PO00098,S00022,D4A5A81E-6B38-2A0A-231D-260BB362CD55,2025-02-19,Solvente industrial,156.0,E00004,ALM-01
GR00043,PO00221,S00031,C0CEF31B-D038-E153-C601-818B61FA01BA,2025-02-24,Brocas HSS,36.0,E00004,ALM-01
GR00044,PO00250,S00008,6545C030-A981-FA54-F121-E129B45C9A54,2025-02-24,Lámina de acero cal. 14,96.0,E00004,ALM-02
GR00045,PO00214,S00022,F91E5FCD-85EC-E729-D4DD-1B56435391B2,2025-02-24,Electrodos 6013,200.0,E00004,ALM-01
GR00046,PO00002,S00003,C00C200C-4458-B006-332C-CE0A0E7DA698,2025-02-24,Lámina de acero cal. 14,172.0,E00004,ALM-01
GR00047,PO00262,S00010,2CE6F908-CECE-A5D3-5EA9-09EF7257DCB6,2025-02-24,Placa de acero A36,169.0,E00004,ALM-01
GR00048,PO00415,S00039,05CF079E-A095-2C4D-F3BD-2348854BC8FA,2025-02-24,Bandas industriales,53.0,E00004,ALM-02
GR00049,PO00305,S00025,C28FA16B-0AA6-FCB9-C1BC-BE59D296A12D,2025-02-25,Sellos hidráulicos,139.0,E00004,ALM-01
GR00050,PO00240,S00035,C53F1DB3-D275-BD43-8451-7303E94D4FBE,2025-02-25,Tubo estructural,7.0,E00004,ALM-01
GR00051,PO00072,S00010,A5DD2836-E65F-A9FA-C38C-2EAFA8097A77,2025-02-26,Placa de acero A36,97.0,E00004,ALM-01
GR00052,PO00189,S00026,302B0401-EFED-098B-979A-7368BD96BB0A,2025-02-26,Flete local — carta porte anexa,1.0,E00004,ALM-02
GR00053,PO00084,S00040,59AE7302-8AE3-297E-34E2-41421A354475,2025-02-27,Barra redonda 1018,132.0,E00004,ALM-02
GR00054,PO00298,S00003,B5CAA993-AACA-D101-F153-0F689215583A,2025-02-28,Perfil PTR 2x2,150.0,E00004,ALM-01
GR00055,PO00233,S00042,6589ADA1-345A-F934-B42A-2D939ABA0F15,2025-03-03,Electrodos 6013,179.0,E00004,ALM-02
GR00056,PO00068,S00022,16DC5A6E-A789-0770-55EC-024AE64B9B37,2025-03-03,Electrodos 6013,175.0,E00004,ALM-02
GR00057,PO00124,S00022,DAAF7529-DEEF-F82A-0DD7-015869C165AE,2025-03-03,Solvente industrial,77.0,E00004,ALM-02
GR00058,PO00401,S00013,35F3DE4A-AC92-04B4-0306-A2580227B8D5,2025-03-03,Sellos hidráulicos,177.0,E00004,ALM-02
GR00059,PO00146,S00013,89D716EF-A62D-7221-A65D-958E936DD1A8,2025-03-03,Bandas industriales,148.0,E00004,ALM-02
GR00060,PO00234,S00040,0BCFD0FC-E3A1-AF97-7785-2DDB55527A3C,2025-03-03,Barra redonda 1018,23.0,E00004,ALM-02
GR00061,PO00386,S00023,2CAF3D2F-F026-A418-3D3F-BBEC697AE294,2025-03-03,Solvente industrial,116.0,E00004,ALM-01
GR00062,PO00016,S00017,2B015723-0CF6-97A5-7603-C36CF1394E3C,2025-03-04,Lámina de acero cal. 14,11.0,E00004,ALM-01
GR00063,PO00034,S00038,3B1D0181-9CC3-C1F5-9129-BC759B08E5A8,2025-03-05,Solvente industrial,69.0,E00004,ALM-01
GR00064,PO00119,S00002,F168C605-CE1A-1669-9BBC-6CBC409CA8F2,2025-03-07,Rodamientos SKF,58.0,E00004,ALM-02
GR00065,PO00281,S00038,ECE9504B-03D7-F962-F804-43EEC3B8D179,2025-03-07,Discos de corte,105.0,E00004,ALM-01
GR00066,PO00222,S00025,2F8D8DED-6C4C-450B-623A-D0FC93267D25,2025-03-10,Válvulas neumáticas,36.0,E00004,ALM-01
GR00067,PO00333,S00031,D28FCF68-C871-D7B3-8468-B74D85E3ADE5,2025-03-10,Guantes de carnaza,89.0,E00004,ALM-01
GR00068,PO00088,S00023,A616DDE4-B388-300A-3E20-718A0BB9A8F6,2025-03-10,Guantes de carnaza,159.0,E00004,ALM-01
GR00069,PO00101,S00022,AE46024D-51D0-5EF3-A918-83FC6772FE9F,2025-03-13,Discos de corte,154.0,E00004,ALM-02
GR00070,PO00404,S00011,584CB0F7-48DE-D8BE-031E-EF965F71DCC4,2025-03-13,Brocas HSS,99.0,E00004,ALM-01
GR00071,PO00341,S00042,87AD8B26-8EAA-5841-6AA0-426DF7C0D5F7,2025-03-17,Solvente industrial,106.0,E00004,ALM-01
GR00072,PO00190,S00019,8EF00DE1-FB4F-1972-5115-D7EE3B90908E,2025-03-17,Electrodos 6013,125.0,E00004,ALM-01
GR00073,PO00171,S00001,F5EA4128-854D-C3BF-61D8-5365BADA0C94,2025-03-17,Bandas industriales,23.0,E00004,ALM-01
GR00074,PO00169,S00038,EF0B743E-BEE0-4762-7168-BDEC4DA838B7,2025-03-17,Guantes de carnaza,106.0,E00004,ALM-01
GR00075,PO00400,S00002,44E2A94B-34EC-5264-AD7D-6F8139A0F145,2025-03-20,Bandas industriales,166.0,E00004,ALM-01
GR00076,PO00032,S00003,27A158A0-EFFF-A2F4-B5AE-329D77617D80,2025-03-20,Lámina de acero cal. 14,85.0,E00004,ALM-01
GR00077,PO00219,S00034,97A418B8-92D0-0319-20BD-14220B0B81DE,2025-03-20,Lámina de acero cal. 14,63.0,E00004,ALM-01
GR00078,PO00416,S00034,1D03C3D5-B862-ACC3-5489-9C37CFA9026B,2025-03-21,Placa de acero A36,107.0,E00004,ALM-01
GR00079,PO00030,S00042,2F1DC121-7D02-4C6D-8BEA-75C1B86677AA,2025-03-24,Electrodos 6013,36.0,E00004,ALM-01
GR00080,PO00013,S00008,F7FF88D4-B509-F08A-2C98-8BCA51397C06,2025-03-24,Perfil PTR 2x2,167.0,E00004,ALM-01
GR00081,PO00398,S00003,1EE93260-3002-D831-3227-E8D89C60C81B,2025-03-25,Lámina de acero cal. 14,66.0,E00004,ALM-02
GR00082,PO00159,S00008,9770A3DB-E9FA-97E2-5BD9-3609B297A782,2025-03-27,Tubo estructural,189.0,E00004,ALM-01
GR00083,PO00387,S00034,A33B3DFD-9048-65C6-F820-5AA7996F7E88,2025-03-27,Barra redonda 1018,104.0,E00004,ALM-01
GR00084,PO00063,S00026,A9A2E9CD-7B6F-65DF-1D9D-1D80F47E3CA0,2025-03-27,Flete local — carta porte anexa,1.0,E00004,ALM-01
GR00085,PO00210,S00022,1DABB10A-BD10-F87C-6D0E-0597500D92A7,2025-03-31,Brocas HSS,174.0,E00004,ALM-01
GR00086,PO00099,S00027,7702BEBA-0623-FFBF-1E42-D2B800679B62,2025-03-31,Sellos hidráulicos,50.0,E00004,ALM-02
GR00087,PO00275,S00011,4A1A4219-61BB-A5FB-D510-8BC02F9E1DDB,2025-03-31,Electrodos 6013,52.0,E00004,ALM-02
GR00088,PO00202,S00011,FE8C9AAB-7E38-8A19-46F7-B20AC3C49506,2025-03-31,Discos de corte,31.0,E00004,ALM-02
GR00089,PO00012,S00007,68A69E71-DF22-3246-E6FB-61D3FBA26C21,2025-03-31,Electrodos 6013,67.0,E00004,ALM-01
GR00090,PO00036,S00025,3283DAA4-E212-AB7C-9D36-1CB6BCC57BE0,2025-04-04,Motor eléctrico 5HP,8.0,E00004,ALM-01
GR00091,PO00026,S00008,171B1B80-09B7-FDF7-7D8D-3DDD2CF149CB,2025-04-07,Barra redonda 1018,80.0,E00004,ALM-02
GR00092,PO00334,S00011,8A34B26B-72CC-3FC5-5F77-5A7A25DFAC07,2025-04-07,Brocas HSS,89.0,E00004,ALM-01
GR00093,PO00301,S00007,1C3892E8-F2CF-CD63-80AB-4B7F2E968660,2025-04-07,Electrodos 6013,125.0,E00004,ALM-01
GR00094,PO00368,S00002,AE61716A-1FB6-21AE-EC4E-8CBBA2AA378C,2025-04-11,Válvulas neumáticas,102.0,E00004,ALM-02
GR00095,PO00041,S00015,DF495037-B40A-9181-AC09-BDB799086E47,2025-04-14,Lámina de acero cal. 14,115.0,E00004,ALM-02
GR00096,PO00348,S00022,C37944C1-C903-94EA-7D54-EC82288F3435,2025-04-14,Solvente industrial,196.0,E00004,ALM-02
GR00097,PO00289,S00027,A104BDCE-FAB6-AD91-BACF-7CFC92451CC4,2025-04-14,Rodamientos SKF,28.0,E00004,ALM-02
GR00098,PO00131,S00040,21BD55EB-915A-A3C0-7737-CFB5C3B1927B,2025-04-14,Lámina de acero cal. 14,194.0,E00004,ALM-02
GR00099,PO00187,S00023,8BBF1B30-9372-92E6-AF20-6A9DF9D18507,2025-04-14,Brocas HSS,31.0,E00004,ALM-01
GR00100,PO00106,S00039,DA05D2FC-1C71-A821-22F1-C32B47D5AC92,2025-04-14,Válvulas neumáticas,16.0,E00004,ALM-02
GR00101,PO00272,S00011,C190B0CF-9736-BB4F-F5C8-CE3CEEE31D47,2025-04-14,Brocas HSS,17.0,E00004,ALM-02
GR00102,PO00057,S00038,7521AA18-DDE4-F5C1-532C-5C01B017C533,2025-04-15,Solvente industrial,126.0,E00004,ALM-02
GR00103,PO00204,S00025,73D39457-B25F-13DF-B8D4-9848702BA49F,2025-04-16,Motor eléctrico 5HP,25.0,E00004,ALM-01
GR00104,PO00205,S00040,70ECF41B-C5D5-6016-51B3-CCF588433A38,2025-04-17,Tubo estructural,71.0,E00004,ALM-01
GR00105,PO00278,S00025,2FDC9992-8971-8EEA-DF3A-098ACCAC2FB5,2025-04-18,Válvulas neumáticas,27.0,E00004,ALM-01
GR00106,PO00255,S00025,751303B9-C7DE-96EA-2B0F-BE4449E64C22,2025-04-21,Bandas industriales,138.0,E00004,ALM-01
GR00107,PO00413,S00013,30AED12D-E8F1-0194-EE25-356AAEE01EC9,2025-04-21,Bandas industriales,192.0,E00004,ALM-01
GR00108,PO00182,S00013,F08D312E-7A73-2F35-6C55-40F0CC9CF41C,2025-04-21,Rodamientos SKF,135.0,E00004,ALM-01
GR00109,PO00437,S00013,5C6801D6-4280-3AA0-55AC-0D06BE9DA951,2025-04-21,Rodamientos SKF,116.0,E00004,ALM-01
GR00110,PO00062,S00026,108E04AC-99C6-207F-EC81-4510C42EAFC8,2025-04-21,Flete local — carta porte anexa,1.0,E00004,ALM-02
GR00111,PO00179,S00012,D284B528-B091-6FB7-F17F-3F92D26AA790,2025-04-24,Lámina de acero cal. 14,198.0,E00004,ALM-01
GR00112,PO00259,S00017,EBD8A3B1-0B3D-0C36-17D0-981047A2A10B,2025-04-28,Placa de acero A36,183.0,E00004,ALM-02
GR00113,PO00135,S00003,72730E7B-7F9A-D277-DB49-6E6D1688782F,2025-04-28,Barra redonda 1018,115.0,E00004,ALM-01
GR00114,PO00129,S00034,56A3DCCC-C93C-9CC6-668B-28DA8222CD7F,2025-04-28,Lámina de acero cal. 14,55.0,E00004,ALM-02
GR00115,PO00291,S00013,2648C819-BD11-16EE-F58A-B7C7CCCF4130,2025-04-28,Bandas industriales,38.0,E00004,ALM-02
GR00116,PO00194,S00001,1CC464ED-15F7-EF61-DA4E-C04CBA7E1B86,2025-04-28,Bandas industriales,194.0,E00004,ALM-01
GR00117,PO00324,S00011,BA3696CC-7CCD-1AC6-DB55-DAF52DD4450C,2025-04-28,Discos de corte,199.0,E00004,ALM-02
GR00118,PO00113,S00014,AB6EF8DD-5A66-9316-6641-4954C798A445,2025-05-01,Discos de corte,71.0,E00004,ALM-01
GR00119,PO00397,S00019,1EA15B0F-95AE-B18B-46AE-7E06CB5D2B59,2025-05-01,Discos de corte,43.0,E00004,ALM-02
GR00120,PO00147,S00008,0DF407B8-2751-AB86-7DAE-C949D700B461,2025-05-02,Barra redonda 1018,141.0,E00004,ALM-02
GR00121,PO00342,S00033,A247541D-C8AD-0899-B630-794D6147ADEB,2025-05-05,Brocas HSS,40.0,E00004,ALM-02
GR00122,PO00377,S00031,0E165B12-9BDC-70D1-9CBF-7B8C74102D5D,2025-05-05,Guantes de carnaza,30.0,E00004,ALM-01
GR00123,PO00408,S00017,D1F16485-429A-4A7C-4C80-D33AAD5BE3C8,2025-05-05,Barra redonda 1018,13.0,E00004,ALM-01
GR00124,PO00196,S00040,214C87B1-0CFC-6420-7192-E4438A6342CA,2025-05-06,Barra redonda 1018,87.0,E00004,ALM-02
GR00125,PO00430,S00025,721E8B1F-3895-8939-9342-A09FB00AC64C,2025-05-08,Válvulas neumáticas,149.0,E00004,ALM-01
GR00126,PO00354,S00022,FEA82E3A-B544-01CB-9541-0A9D090AAA93,2025-05-08,Guantes de carnaza,189.0,E00004,ALM-01
GR00127,PO00242,S00022,96B31F4A-80DA-A8CA-6230-5D271A4B1606,2025-05-08,Brocas HSS,34.0,E00004,ALM-02
GR00128,PO00050,S00032,B34C6C73-5833-0B30-6C77-6E950B981CCD,2025-05-12,Solvente industrial,19.0,E00004,ALM-02
GR00129,PO00267,S00013,1B4FFD5F-C768-8339-27EF-53575B249C2A,2025-05-12,Bandas industriales,159.0,E00004,ALM-01
GR00130,PO00164,S00013,57D52B78-9CF3-137E-F562-037B78AA16EA,2025-05-12,Bandas industriales,69.0,E00004,ALM-01
GR00131,PO00047,S00019,BBD0FE6C-6108-FFCC-8186-722BA355AD05,2025-05-12,Discos de corte,199.0,E00004,ALM-01
GR00132,PO00107,S00011,5A66219E-25F9-8046-0C1D-180ED8739636,2025-05-12,Brocas HSS,198.0,E00004,ALM-01
GR00133,PO00060,S00026,1F835B8D-ABAC-8660-E5C3-45FCF395C213,2025-05-12,Flete local — carta porte anexa,1.0,E00004,ALM-02
GR00134,PO00085,S00017,B266986C-B467-88BD-D38E-13E44DE1087B,2025-05-14,Placa de acero A36,176.0,E00004,ALM-01
GR00135,PO00375,S00010,C5ED3982-760B-3673-6422-A73E958C9CFD,2025-05-14,Tubo estructural,168.0,E00004,ALM-01
GR00136,PO00192,S00031,8044BEB2-B66E-DBF4-A0EA-0251495743A2,2025-05-15,Guantes de carnaza,130.0,E00004,ALM-01
GR00137,PO00150,S00031,861B4F5B-45A0-8539-6DE8-370ACE9E9EBD,2025-05-16,Discos de corte,86.0,E00004,ALM-02
GR00138,PO00203,S00042,6E3A0BA8-AC8D-6C7D-B2A6-E468D02B1243,2025-05-19,Discos de corte,129.0,E00004,ALM-01
GR00139,PO00321,S00033,601BFBCB-F0EE-BCCE-8D93-E14A5B167158,2025-05-20,Guantes de carnaza,59.0,E00004,ALM-02
GR00140,PO00126,S00032,72D35458-61EA-2F30-E42E-707AFE2BD987,2025-05-22,Guantes de carnaza,96.0,E00004,ALM-01
GR00141,PO00074,S00027,922BDA48-2A7C-F9E9-D7A7-E7B188C62063,2025-05-22,Motor eléctrico 5HP,161.0,E00004,ALM-01
GR00142,PO00283,S00040,5170CA8A-A00E-0B60-64EE-C4C19714FADC,2025-05-23,Perfil PTR 2x2,180.0,E00004,ALM-02
GR00143,PO00269,S00035,A06A187D-E2E6-E7A6-BBC9-94734363589C,2025-05-26,Barra redonda 1018,51.0,E00004,ALM-01
GR00144,PO00130,S00025,F3ABEA0D-5BE9-FDB3-DD92-DD7C0DB977A9,2025-05-27,Motor eléctrico 5HP,159.0,E00004,ALM-02
GR00145,PO00087,S00022,AFD0D2F7-E352-4444-6F04-AF36567C5D44,2025-05-27,Solvente industrial,135.0,E00004,ALM-01
GR00146,PO00369,S00001,3581A632-54F5-DF70-05D2-D205789FED96,2025-05-27,Sellos hidráulicos,116.0,E00004,ALM-02
GR00147,PO00263,S00003,9DB94EEE-1A3C-2131-73DD-3BC6D06405A8,2025-05-28,Lámina de acero cal. 14,92.0,E00004,ALM-02
GR00148,PO00116,S00007,95ECEC2C-0798-3BC0-5797-44BA107380CB,2025-05-28,Discos de corte,71.0,E00004,ALM-01
GR00149,PO00082,S00015,8E85140D-0F9A-EB70-4670-7CD64CEDA164,2025-05-30,Placa de acero A36,106.0,E00004,ALM-02
GR00150,PO00347,S00017,516C3B0A-5385-3918-BC40-15FAD4F76322,2025-05-30,Perfil PTR 2x2,180.0,E00004,ALM-01
GR00151,PO00139,S00041,EB45BC38-9CF6-5E33-4B5F-174B6C267B56,2025-06-02,Perfil PTR 2x2,43.0,E00004,ALM-02
GR00152,PO00315,S00027,719B2DD6-17B4-E75B-E9D1-8EC233BCB8A9,2025-06-02,Rodamientos SKF,200.0,E00004,ALM-01
GR00153,PO00438,S00010,E744AA30-B135-6D67-6D4E-C8A4C4F4B844,2025-06-02,Perfil PTR 2x2,71.0,E00004,ALM-01
GR00154,PO00295,S00039,3ACDC514-DAE1-8B28-8D81-64B0F85AD287,2025-06-02,Bandas industriales,148.0,E00004,ALM-02
GR00155,PO00181,S00010,797EB3E4-63DB-A8C8-B4A2-B699AEFA823B,2025-06-04,Placa de acero A36,98.0,E00004,ALM-02
GR00156,PO00144,S00031,00473139-185D-F528-B425-8E191758D47E,2025-06-05,Guantes de carnaza,168.0,E00004,ALM-01
GR00157,PO00279,S00023,105F86AA-974E-8F83-D5D9-A3852BB24CBC,2025-06-05,Guantes de carnaza,157.0,E00004,ALM-01
GR00158,PO00028,S00042,8DA5D39B-42C2-1797-0426-FCC9255B30E2,2025-06-09,Electrodos 6013,190.0,E00004,ALM-01
GR00159,PO00364,S00031,C34201DB-2C3A-ACDC-AED5-4A468BDE005B,2025-06-09,Guantes de carnaza,94.0,E00004,ALM-01
GR00160,PO00166,S00008,B3B6D344-F2E3-C6F0-0075-D3D5BA94AA66,2025-06-09,Placa de acero A36,46.0,E00004,ALM-02
GR00161,PO00186,S00038,2379C05F-A708-7280-34EE-0B6721BBD183,2025-06-09,Guantes de carnaza,139.0,E00004,ALM-02
GR00162,PO00273,S00038,B440B852-E033-500E-A432-62B38675820E,2025-06-09,Solvente industrial,138.0,E00004,ALM-02
GR00163,PO00218,S00027,E0864418-7F3E-F59B-1638-613769F35B2D,2025-06-09,Rodamientos SKF,70.0,E00004,ALM-01
GR00164,PO00388,S00012,902A405C-3D9F-FE59-9BC0-FA9352CDADEF,2025-06-12,Perfil PTR 2x2,186.0,E00004,ALM-02
GR00165,PO00232,S00042,AF521B94-F186-E47A-A794-63208CF6E8B8,2025-06-13,Electrodos 6013,128.0,E00004,ALM-02
GR00166,PO00193,S00019,2DBB45BD-2138-E2E6-F013-A170D5CF3B4C,2025-06-13,Discos de corte,12.0,E00004,ALM-01
GR00167,PO00114,S00001,D2535515-9DC0-A8B5-5987-038AFCD6C18E,2025-06-13,Sellos hidráulicos,44.0,E00004,ALM-01
GR00168,PO00076,S00022,0DBDC5DA-7875-15B9-1E26-ED31D9E92758,2025-06-16,Brocas HSS,119.0,E00004,ALM-01
GR00169,PO00137,S00019,A3760C2D-7B31-DCDC-40D9-1A8E1F44AA88,2025-06-16,Solvente industrial,134.0,E00004,ALM-01
GR00170,PO00213,S00008,CD6BB03B-EB35-37A0-2D6E-0291B7893986,2025-06-18,Placa de acero A36,88.0,E00004,ALM-01
GR00171,PO00396,S00039,1C684DB0-0D33-3496-E352-85395D2E7B90,2025-06-19,Válvulas neumáticas,173.0,E00004,ALM-01
GR00172,PO00424,S00009,AE5A5F99-F1BB-5D9B-7499-BB6B9AFDD464,2025-06-19,Bandas industriales,67.0,E00004,ALM-01
GR00173,PO00264,S00003,E2ED8686-B334-22CB-9A3F-0AD169A9AFF9,2025-06-20,Placa de acero A36,36.0,E00004,ALM-02
GR00174,PO00433,S00027,DF2E37E7-C4FC-BB84-24AE-FBEA53CC6B95,2025-06-23,Sellos hidráulicos,199.0,E00004,ALM-01
GR00175,PO00252,S00010,D4E99A65-022B-7E76-AC3C-BE3402B53D3D,2025-06-23,Tubo estructural,141.0,E00004,ALM-01
GR00176,PO00420,S00039,ADA59CB2-882A-E449-B5B7-1C24785CA87B,2025-06-23,Válvulas neumáticas,32.0,E00004,ALM-02
GR00177,PO00170,S00025,54BBBCF8-28FE-A761-8D49-FE3F2CA8F783,2025-06-24,Bandas industriales,133.0,E00004,ALM-02
GR00178,PO00206,S00035,D5B211A9-9DEC-2B83-3885-8F7E2F1A25A8,2025-06-25,Placa de acero A36,42.0,E00004,ALM-01
GR00179,PO00140,S00001,A033EDAD-0FDF-DE19-CFD8-35FC469FF562,2025-06-26,Bandas industriales,129.0,E00004,ALM-02
GR00180,PO00198,S00032,390239D9-FA8D-AE42-BA54-E9202099D180,2025-06-27,Guantes de carnaza,136.0,E00004,ALM-02
GR00181,PO00089,S00019,290C4414-8DF5-0B01-DC4D-B762EA1AF7D2,2025-06-27,Brocas HSS,154.0,E00004,ALM-02
GR00182,PO00414,S00002,9FA4A627-D306-08BE-8548-867BAD5CBA24,2025-06-30,Motor eléctrico 5HP,78.0,E00004,ALM-02
GR00183,PO00173,S00022,57BCAD3A-D0A1-7FE8-5F64-2A5317CBA85D,2025-06-30,Brocas HSS,188.0,E00004,ALM-02
GR00184,PO00373,S00035,0AF57E60-3BE8-A5DF-5E93-4DE043ACE875,2025-06-30,Placa de acero A36,17.0,E00004,ALM-02
GR00185,PO00418,S00012,CFA28FB8-4199-322E-3BA5-81263FF69F41,2025-06-30,Tubo estructural,150.0,E00004,ALM-01
GR00186,PO00380,S00040,CBF85149-B6DA-99CD-D14B-256C67DB0943,2025-06-30,Barra redonda 1018,27.0,E00004,ALM-02
GR00187,PO00238,S00013,05E9F407-DAAD-A0B1-2F13-2A6D2AD55C0B,2025-07-02,Motor eléctrico 5HP,106.0,E00004,ALM-02
GR00188,PO00003,S00039,236E9007-3468-0B6E-C609-0B78B5971E43,2025-07-02,Rodamientos SKF,144.0,E00004,ALM-02
GR00189,PO00225,S00031,1A57F9E4-C5F8-E2F8-414F-499428457780,2025-07-03,Electrodos 6013,95.0,E00004,ALM-01
GR00190,PO00326,S00035,4E336644-C657-20AE-5BD6-7D4D7202FAE5,2025-07-03,Perfil PTR 2x2,119.0,E00004,ALM-01
