uuid,tipo,serie,folio,fecha,fecha_timbrado,rfc_emisor,nombre_emisor,rfc_receptor,nombre_receptor,uso_cfdi,forma_pago,metodo_pago,clave_prod_serv,descripcion,cantidad,valor_unitario,subtotal,iva,total,moneda,po_number,counterparty_id,approved_by
0C8D51D2-1673-AEFB-EB9E-54E054C3B22E,recibida,A,14372,2025-01-17,2025-01-18,HTX0701065UO,Grupo del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,78101800,Flete foráneo,1.0,80129.9,80129.9,12820.78,92950.68,MXN,PO00215,S00024,E00002
F6A9E3E3-B62B-CCB1-4956-0C3685609E8A,recibida,A,78411,2025-01-20,2025-01-20,DZI910804SQ0,Pinturas San Nicolás S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,30102000,Barra redonda 1018,168.0,67.55,11347.8,1815.65,13163.45,MXN,PO00339,S00034,E00002
D463C183-A231-7211-8578-B1C6F7EBC69A,recibida,A,35947,2025-01-21,2025-01-23,DZI910804SQ0,Pinturas San Nicolás S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Lámina de acero cal. 14,181.0,78.41,14192.4,2270.78,16463.18,MXN,PO00199,S00034,E00002
19E9E3A4-18DC-CEB6-84FC-FCB0F5E90352,recibida,A,95149,2025-01-21,2025-01-21,FQZ88060892H,Industrias Nuevo León SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Lámina de acero cal. 14,56.0,1530.22,85692.4,13710.78,99403.18,MXN,PO00357,S00012,E00002
489AC27E-6281-03F0-1D9F-FF257E63F654,emitida,F,1423,2025-01-21,2025-01-21,TIN091214KL3,Talleres Industriales del Norte SA de CV,IHL120323PQ0,Construcciones Hernández SA de CV,G01,03,PPD,23271800,Corte y doblez,1.0,69609.26,69609.26,11137.48,80746.74,MXN,,C00009,E00007
2737F345-3886-29FF-B2A0-F778809D6444,recibida,A,6721,2025-01-22,2025-01-24,BTN8908152SD,Servicios Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Bandas industriales,84.0,1211.31,101749.9,16279.98,118029.88,MXN,PO00090,S00001,E00002
DFCF338C-DEC5-6DC3-AD96-8213F0A9B97F,recibida,A,70428,2025-01-22,2025-01-22,YMF930303K2S,Aceros de México S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Solvente industrial,118.0,65.6,7740.5,1238.48,8978.98,MXN,PO00217,S00023,E00002
4818B004-B0A4-F557-3381-001FA3FF8FD2,recibida,A,33447,2025-01-24,2025-01-24,FNI920522YRY,Hidráulica Apodaca SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Bandas industriales,3.0,34726.63,104179.9,16668.78,120848.68,MXN,PO00138,S00027,E00002
EBD14B0C-C7F4-F4F9-8222-1AD3ECA391D4,recibida,A,23326,2025-01-27,2025-01-29,BGD030823RBW,Ferretera de México SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,30102000,Barra redonda 1018,124.0,1136.92,140977.8,22556.45,163534.25,MXN,PO00136,S00003,E00002
83D0BAE7-7C2C-FBCF-0770-D18FC9160147,recibida,A,15312,2025-01-27,2025-01-27,ZUX97062289Q,Maquinados Apodaca SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80131500,Renta de nave industrial,1.0,13560.5,13560.5,2169.68,15730.18,MXN,PO00288,S00029,E00002
0E378B07-CC53-5C3E-52BB-530D486FAC8F,emitida,F,1519,2025-01-27,2025-01-27,TIN091214KL3,Talleres Industriales del Norte SA de CV,YSD241219IB6,Autopartes Quintanilla S de RL de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,328560.87,328560.87,52569.74,381130.61,MXN,,C00004,E00007
1EDBBE71-DE2A-2DDF-EE24-9B726AA12ABD,recibida,A,29816,2025-01-29,2025-01-31,FQZ88060892H,Industrias Nuevo León SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,30102000,Tubo estructural,112.0,905.82,101452.4,16232.38,117684.78,MXN,PO00157,S00012,E00002
892FCA69-8E20-17E1-50C4-CB4BAD9E5C1E,recibida,A,2553,2025-01-29,2025-01-29,FNI920522YRY,Hidráulica Apodaca SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Válvulas neumáticas,186.0,1012.43,188312.4,30129.98,218442.38,MXN,PO00395,S00027,E00002
4FE5C13B-A5E8-C198-3C10-316D3F63A065,emitida,F,1446,2025-01-29,2025-01-29,TIN091214KL3,Talleres Industriales del Norte SA de CV,ZZR890918KKF,Grupo López SAPI de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,278046.4,278046.4,44487.42,322533.82,MXN,,C00001,E00007
1CEB08FE-F2DE-B798-B31A-25B55FECAA6E,emitida,F,1473,2025-01-29,2025-01-29,TIN091214KL3,Talleres Industriales del Norte SA de CV,MNM040801DOQ,Construcciones Elizondo SA de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,216529.09,216529.09,34644.65,251173.74,MXN,,C00003,E00007
E88188C3-788F-06ED-3C1E-919BEE5A4007,emitida,F,1500,2025-01-31,2025-01-31,TIN091214KL3,Talleres Industriales del Norte SA de CV,YCA050705OHS,Autopartes Martínez SAPI de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,58760.54,58760.54,9401.69,68162.23,MXN,,C00017,E00007
13B11E59-C85C-D714-7BF6-95524CBC9044,recibida,A,47433,2025-02-03,2025-02-04,FBY870108HAF,Pinturas del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,78101800,Flete foráneo,1.0,76102.4,76102.4,12176.38,88278.78,MXN,PO00426,S00018,E00002
C4072654-7F5F-61AA-AEE7-C7A586296FBE,recibida,A,72381,2025-02-03,2025-02-03,DGN090812Y08,Herramientas Monterrey SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Guantes de carnaza,49.0,1620.41,79399.9,12703.98,92103.88,MXN,PO00100,S00019,E00002
2D8CC973-43C1-136C-D013-B7A3F4A29332,recibida,A,57847,2025-02-03,2025-02-03,JPY870826UGV,Soldadura Industrial SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Lámina de acero cal. 14,67.0,1676.45,112322.4,17971.58,130293.98,MXN,PO00274,S00010,E00002
2A3DD769-8DAC-210D-5EB3-8EF5B24070CA,recibida,A,57596,2025-02-03,2025-02-03,YMF930303K2S,Aceros de México S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Guantes de carnaza,44.0,103.42,4550.5,728.08,5278.58,MXN,PO00409,S00023,E00002
C8497436-18B4-75B1-C12A-34F402A13629,emitida,F,1414,2025-02-03,2025-02-03,TIN091214KL3,Talleres Industriales del Norte SA de CV,MAQ03062825L,Envases Rodríguez SAPI de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,148592.49,148592.49,23774.8,172367.29,MXN,,C00015,E00007
8C37E264-D03C-D20A-BAAE-EBF89A244525,emitida,F,1483,2025-02-03,2025-02-03,TIN091214KL3,Talleres Industriales del Norte SA de CV,BNT021022VED,Construcciones Quintanilla S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,166668.28,166668.28,26666.92,193335.2,MXN,,C00010,E00007
8DA22A39-50DB-8E34-938F-2B906C087D6C,emitida,F,1546,2025-02-03,2025-02-03,TIN091214KL3,Talleres Industriales del Norte SA de CV,LSC21020236H,Envases López SAPI de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,230191.17,230191.17,36830.59,267021.76,MXN,,C00013,E00007
0AB74B5D-FCD4-9681-CA09-7B17951B2503,recibida,A,12793,2025-02-03,2025-02-03,SZC9707063JK,Refacciones San Nicolás S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Discos de corte,171.0,59.98,10257.29,1641.17,11898.46,MXN,PO00261,S00007,E00002
953B0F1F-EA3E-072A-8F22-1604D46B7756,recibida,A,45725,2025-02-05,2025-02-06,CZT910806Y6B,Servicios Escobedo SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Brocas HSS,186.0,272.63,50709.9,8113.58,58823.48,MXN,PO00429,S00014,E00002
C7A2EE6F-D166-EB08-B073-6DD1F443864C,recibida,A,63285,2025-02-05,2025-02-05,CRH230311CX7,Metálica Escobedo SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de limpieza,1.0,138740.0,138740,22198.4,160938.4,MXN,PO00024,S00016,E00002
B5DEF807-4A96-5478-A72B-DDDD511EEEB8,recibida,A,35158,2025-02-06,2025-02-08,LIP121209QK9,Aceros Apodaca S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Bandas industriales,81.0,756.82,61302.4,9808.38,71110.78,MXN,PO00323,S00013,E00002
1CCEC1EF-16EF-ACDF-9375-EE61EC94503E,recibida,A,88147,2025-02-06,2025-02-07,BTN8908152SD,Servicios Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Sellos hidráulicos,176.0,527.09,92767.8,14842.85,107610.65,MXN,PO00271,S00001,E00002
E8334DA5-DE95-D695-3579-C1437AB99428,recibida,A,43742,2025-02-07,2025-02-08,IXC940413YZC,Industrias Apodaca SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Solvente industrial,56.0,357.14,19999.9,3199.98,23199.88,MXN,PO00231,S00042,E00002
9B47E639-4D25-51EB-AF95-BE79C971BF51,recibida,A,11438,2025-02-07,2025-02-08,WWH110626S3K,Grupo Monterrey S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Lámina de acero cal. 14,75.0,181.47,13609.9,2177.58,15787.48,MXN,PO00236,S00035,E00002
3B3F3800-A175-A9C3-D7B1-02A92332A50E,recibida,A,9008,2025-02-10,2025-02-12,IXC940413YZC,Industrias Apodaca SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Discos de corte,106.0,487.74,51700,8272.0,59972.0,MXN,PO00405,S00042,E00002
EDC3A1C3-2DEA-2D2D-086C-405FA879D8F8,recibida,A,41320,2025-02-10,2025-02-10,LAI101206479,Grupo Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Solvente industrial,145.0,1124.09,162992.4,26078.78,189071.18,MXN,PO00350,S00033,E00002
7B94A34D-E4AA-786D-9D17-D218FC3B0DE5,recibida,A,92440,2025-02-10,2025-02-10,OSD160228AKR,Aceros Santa Catarina SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Tubo estructural,153.0,914.38,139900,22384.0,162284.0,MXN,PO00244,S00008,E00002
CCEA5031-844E-250B-E684-390C923B7820,recibida,A,75005,2025-02-10,2025-02-12,HQP910421HXF,Neumática Apodaca S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Asesoría fiscal,1.0,57160.0,57160,9145.6,66305.6,MXN,PO00177,S00006,E00002
6A7BE8B1-E3F3-42A8-F030-BFD4BE54898E,recibida,A,48474,2025-02-10,2025-02-12,FQZ88060892H,Industrias Nuevo León SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,30102000,Tubo estructural,143.0,442.8,63320,10131.2,73451.2,MXN,PO00163,S00012,E00002
B3EDD6ED-B089-4DE4-E626-7164D3616B3A,recibida,A,75627,2025-02-10,2025-02-10,FQZ88060892H,Industrias Nuevo León SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Placa de acero A36,125.0,678.54,84817.8,13570.85,98388.65,MXN,PO00393,S00012,E00002
B646E2B1-7800-E27A-9ACE-63CCD89C83F6,recibida,A,85240,2025-02-10,2025-02-11,SJP030817VDZ,Suministros Monterrey S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Electrodos 6013,129.0,634.4,81837.8,13094.05,94931.85,MXN,PO00209,S00038,E00002
BDDF2416-A173-1ED8-78F2-961C3EC77A8F,recibida,A,87097,2025-02-10,2025-02-12,DFP890325WQU,Soldadura de México SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80131500,Renta de nave industrial,1.0,17089.9,17089.9,2734.38,19824.28,MXN,PO00019,S00005,E00002
4CC6D67E-CDDB-3F9E-8130-0E684D45D885,emitida,F,1455,2025-02-10,2025-02-10,TIN091214KL3,Talleres Industriales del Norte SA de CV,QPC951019FXZ,Envases Villarreal SA de CV,G01,03,PPD,23271800,Corte y doblez,1.0,274553.25,274553.25,43928.52,318481.77,MXN,,C00012,E00007
E32A8787-1824-6315-AD49-E0727F843004,emitida,F,1514,2025-02-10,2025-02-10,TIN091214KL3,Talleres Industriales del Norte SA de CV,HYZ031207YRR,Autopartes Villarreal SAPI de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,128616.68,128616.68,20578.67,149195.35,MXN,,C00007,E00007
BCA83A82-7899-7035-7DDF-8484F0C44ECB,emitida,F,1481,2025-02-11,2025-02-11,TIN091214KL3,Talleres Industriales del Norte SA de CV,BNT021022VED,Construcciones Quintanilla S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,336351.2,336351.2,53816.19,390167.39,MXN,,C00010,E00007
9620BEE6-6406-FACE-53A5-E8508950DDD6,recibida,A,83238,2025-02-12,2025-02-14,WGM241113MRL,Distribuidora Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Electrodos 6013,40.0,628.0,25119.9,4019.18,29139.08,MXN,PO00345,S00031,E00002
E2AE3F87-EE7C-A782-A7A3-1D2515956C42,recibida,A,51197,2025-02-12,2025-02-13,GTT9311046XL,Servicios Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Consultoría de procesos,1.0,8279.9,8279.9,1324.78,9604.68,MXN,PO00299,S00028,E00002
51589375-7D8F-2350-31C7-7A4464F8F226,recibida,A,79158,2025-02-12,2025-02-14,DGQ240803D6V,Ferretera San Nicolás SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Discos de corte,132.0,131.42,17347.8,2775.65,20123.45,MXN,PO00266,S00011,E00002
E68C1348-1046-E3DF-DDFE-F8494C485CFC,emitida,F,1467,2025-02-12,2025-02-12,TIN091214KL3,Talleres Industriales del Norte SA de CV,BBL150807MF5,Grupo Salinas S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,153005.72,153005.72,24480.92,177486.64,MXN,,C00018,E00007
FA2C9E79-2758-4F1A-239E-5593EC11A44D,recibida,A,43386,2025-02-12,2025-02-14,IHV020423VE4,Metálica Santa Catarina SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Consultoría estratégica,1.0,250000.0,250000,40000.0,290000.0,MXN,PO00276,S00030,E00002
97867B12-1328-1726-64F4-34D6D1E91691,recibida,A,74525,2025-02-13,2025-02-13,PMN121218LZJ,Servicios San Nicolás SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Placa de acero A36,164.0,888.23,145669.9,23307.18,168977.08,MXN,PO00383,S00017,E00002
9ABBE46B-B205-1CEC-C9F7-369FE4C1D210,recibida,A,55897,2025-02-13,2025-02-15,DFP890325WQU,Soldadura de México SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80131500,Servicio de energía,1.0,8917.8,8917.8,1426.85,10344.65,MXN,PO00111,S00005,E00002
B3099E0D-B0AC-0677-D60F-8680A124FDB2,recibida,A,58536,2025-02-14,2025-02-16,ILK110504O8G,Metálica San Nicolás SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Barra redonda 1018,152.0,787.17,119650.5,19144.08,138794.58,MXN,PO00134,S00040,E00002
D0E34B2B-1CA6-4C33-30D8-67CD038D5F5A,emitida,F,1538,2025-02-14,2025-02-14,TIN091214KL3,Talleres Industriales del Norte SA de CV,QSB920810FY7,Envases García S de RL de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,85032.22,85032.22,13605.16,98637.38,MXN,,C00008,E00007
21EBFAA9-1A2B-D69C-450F-69EEC2E79A98,recibida,A,11542,2025-02-17,2025-02-17,LAI101206479,Grupo Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Guantes de carnaza,93.0,525.62,48882.4,7821.18,56703.58,MXN,PO00038,S00033,E00002
503BA8C3-CE83-0E27-C5EF-D6701F4D88CE,emitida,F,1470,2025-02-17,2025-02-17,TIN091214KL3,Talleres Industriales del Norte SA de CV,MNM040801DOQ,Construcciones Elizondo SA de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,125707.67,125707.67,20113.23,145820.9,MXN,,C00003,E00007
4E39F65A-20DB-4294-DFAE-180393D797E7,recibida,A,96805,2025-02-17,2025-02-17,IHV020423VE4,Metálica Santa Catarina SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Consultoría estratégica,1.0,150000.0,150000,24000.0,174000.0,MXN,PO00208,S00030,E00002
62874624-A433-1510-AD21-B4CCA9E8F0D8,recibida,A,19584,2025-02-18,2025-02-20,BGD030823RBW,Ferretera de México SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,30102000,Perfil PTR 2x2,89.0,1356.41,120720.5,19315.28,140035.78,MXN,PO00367,S00003,E00002
70F81DBA-2871-9B9B-DB8F-0E32EDEF5003,recibida,A,59936,2025-02-20,2025-02-20,WGM241113MRL,Distribuidora Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Discos de corte,32.0,1198.06,38337.8,6134.05,44471.85,MXN,PO00180,S00031,E00002
6DEC6BBD-F697-77A1-59FE-3D53624FEA4B,recibida,A,41322,2025-02-21,2025-02-21,WGM241113MRL,Distribuidora Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Solvente industrial,187.0,95.61,17880,2860.8,20740.8,MXN,PO00277,S00031,E00002
D4A5A81E-6B38-2A0A-231D-260BB362CD55,recibida,A,13851,2025-02-21,2025-02-23,ZLV900812OLD,Transportes Apodaca SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Solvente industrial,156.0,1021.23,159312.4,25489.98,184802.38,MXN,PO00098,S00022,E00002
80B57013-7F29-C9E7-5601-F6A534B6685D,emitida,F,1450,2025-02-21,2025-02-21,TIN091214KL3,Talleres Industriales del Norte SA de CV,TVB051103QYM,Grupo Chapa S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,288711.03,288711.03,46193.76,334904.79,MXN,,C00006,E00007
C0CEF31B-D038-E153-C601-818B61FA01BA,recibida,A,17551,2025-02-24,2025-02-26,WGM241113MRL,Distribuidora Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Brocas HSS,36.0,453.96,16342.4,2614.78,18957.18,MXN,PO00221,S00031,E00002
F91E5FCD-85EC-E729-D4DD-1B56435391B2,recibida,A,26533,2025-02-24,2025-02-25,ZLV900812OLD,Transportes Apodaca SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Electrodos 6013,200.0,658.6,131719.9,21075.18,152795.08,MXN,PO00214,S00022,E00002
C00C200C-4458-B006-332C-CE0A0E7DA698,recibida,A,21194,2025-02-24,2025-02-25,BGD030823RBW,Ferretera de México SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Lámina de acero cal. 14,172.0,303.78,52250.5,8360.08,60610.58,MXN,PO00002,S00003,E00002
17172654-3B99-7815-0219-A9C7BA23B07A,recibida,A,19850,2025-02-24,2025-02-24,ZWS100912DOJ,Refacciones Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de limpieza,1.0,23850.5,23850.5,3816.08,27666.58,MXN,PO00381,S00037,E00002
701FB3EA-A1FE-9BC6-E29D-650A15B98C20,recibida,A,96480,2025-02-24,2025-02-24,CRH230311CX7,Metálica Escobedo SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Servicios de limpieza,1.0,153952.4,153952.4,24632.38,178584.78,MXN,PO00001,S00016,E00002
