uuid,tipo,serie,folio,fecha,fecha_timbrado,rfc_emisor,nombre_emisor,rfc_receptor,nombre_receptor,uso_cfdi,forma_pago,metodo_pago,clave_prod_serv,descripcion,cantidad,valor_unitario,subtotal,iva,total,moneda,po_number,counterparty_id,approved_by
F62359FA-6445-4E1A-F0B9-E1291DD6B5A6,emitida,F,1609,2025-01-13,2025-01-13,TIN091214KL3,Talleres Industriales del Norte SA de CV,CSM870728H9S,Grupo Quintanilla S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,341034.06,341034.06,54565.45,395599.51,MXN,,C00001,E00007
F2488F1B-597D-D595-0508-78C142ECE01A,emitida,F,1625,2025-01-13,2025-01-13,TIN091214KL3,Talleres Industriales del Norte SA de CV,DDQ850214LFM,Construcciones Zambrano S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,207953.5,207953.5,33272.56,241226.06,MXN,,C00013,E00007
15D01CE8-51FD-C969-CB9E-43AEB4E86935,recibida,A,96525,2025-01-14,2025-01-14,XRN090413Q8F,Grupo San Nicolás SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Capacitación,1.0,93619.9,93619.9,14979.18,108599.08,MXN,PO00241,S00025,E00002
CBD1B6DF-3BF9-D69D-E539-726532DE5EFB,recibida,A,22518,2025-01-14,2025-01-15,TYC9409017QY,Hidráulica Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Capacitación,1.0,62510.0,62510,10001.6,72511.6,MXN,PO00187,S00006,E00002
D4A23951-FFA9-7506-637D-CCBEF0F544CD,recibida,A,8048,2025-01-14,2025-01-16,ETO1712191GE,Maquinados del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Sellos hidráulicos,165.0,519.08,85647.8,13703.65,99351.45,MXN,PO00312,S00028,E00002
3176AD93-BC78-F14C-62A5-3B5B46302431,emitida,F,1517,2025-01-14,2025-01-14,TIN091214KL3,Talleres Industriales del Norte SA de CV,XVS9502132UY,Autopartes Quintanilla S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,293439.66,293439.66,46950.35,340390.01,MXN,,C00004,E00007
FE5909FC-4FF6-DEDC-14BE-E0E34AF32657,recibida,A,5203,2025-01-15,2025-01-16,RHK9801046MV,Suministros Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,78101800,Maniobras de carga,1.0,6789.9,6789.9,1086.38,7876.28,MXN,PO00002,S00008,E00002
834AD09D-33E6-C4BE-DA29-1775B3687B1D,recibida,A,50612,2025-01-15,2025-01-16,YFL9210050X2,Herramientas del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Válvulas neumáticas,65.0,137.88,8962.4,1433.98,10396.38,MXN,PO00476,S00037,E00002
0F340B0D-4F94-3305-B7D5-67C69F71A57D,recibida,A,81802,2025-01-15,2025-01-15,NOR190111MKV,Refacciones Santa Catarina S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Rodamientos SKF,66.0,335.3,22130,3540.8,25670.8,MXN,PO00257,S00022,E00002
0AACD1D6-5E67-D7A0-B67F-AC0627F48EE7,recibida,A,60478,2025-01-15,2025-01-17,ZKV070614580,Empaques Apodaca SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Tubo estructural,77.0,264.78,20387.8,3262.05,23649.85,MXN,PO00485,S00039,E00002
B8DA1CBC-9DF3-FBCA-941F-62AE1F0ED31B,recibida,A,62696,2025-01-15,2025-01-17,IQX921208XAR,Industrias Monterrey SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Válvulas neumáticas,51.0,420.4,21440.5,3430.48,24870.98,MXN,PO00452,S00030,E00002
DD21726F-323D-0195-A294-8E036977929B,recibida,A,27286,2025-01-15,2025-01-17,GER160625BPR,Maquinados Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Electrodos 6013,48.0,136.33,6543.65,1046.98,7590.63,MXN,PO00424,S00004,E00002
8DA87627-6797-66BF-2A16-4FB269D77AFB,recibida,A,65373,2025-01-16,2025-01-17,BRG980912TE9,Ferretera Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Asesoría fiscal,1.0,5920.0,5920,947.2,6867.2,MXN,PO00039,S00002,E00002
98F4A8F4-418D-ECE1-99FD-D7E79C4D0004,emitida,F,1604,2025-01-16,2025-01-16,TIN091214KL3,Talleres Industriales del Norte SA de CV,NBX010517L3O,Envases Quintanilla S de RL de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,70909.0,70909.0,11345.44,82254.44,MXN,,C00017,E00007
70F3DBA0-01E0-234B-9DD3-CD55EF83042A,recibida,A,29178,2025-01-17,2025-01-18,RYY210726M9I,Metálica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de montacargas,1.0,27867.8,27867.8,4458.85,32326.65,MXN,PO00124,S00015,E00002
5B4A4FB0-B0D9-7CA0-02E4-848450203017,recibida,A,34634,2025-01-17,2025-01-19,LEJ901223H0C,Herramientas Regiomontana SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,78101800,Flete local — carta porte anexa,1.0,13533.37,13533.37,2165.34,15698.71,MXN,PO00534,S00033,E00002
1C7A3742-07E8-9EC0-E225-0462CE918AB9,recibida,A,11886,2025-01-20,2025-01-22,RHK9801046MV,Suministros Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Maniobras de carga,1.0,10269.9,10269.9,1643.18,11913.08,MXN,PO00454,S00008,E00002
B99FCE81-40D6-F479-0E9E-192A8317AB90,recibida,A,35377,2025-01-20,2025-01-22,BRG980912TE9,Ferretera Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Asesoría fiscal,1.0,13779.9,13779.9,2204.78,15984.68,MXN,PO00505,S00002,E00002
C97A561D-848D-0F57-6D84-BF83FBA130E2,recibida,A,74471,2025-01-20,2025-01-21,YZN920101669,Neumática Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Motor eléctrico 5HP,50.0,272.41,13620.5,2179.28,15799.78,MXN,PO00096,S00020,E00002
0E8D0888-1342-0739-278B-1F8A2FEC7E75,emitida,F,1613,2025-01-20,2025-01-20,TIN091214KL3,Talleres Industriales del Norte SA de CV,CSM870728H9S,Grupo Quintanilla S de RL de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,166209.34,166209.34,26593.49,192802.83,MXN,,C00001,E00007
06B50424-D48B-15E9-785D-0E2B519DBC3A,recibida,A,83819,2025-01-22,2025-01-23,GIG1908016AL,Ferretera Santa Catarina SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Discos de corte,166.0,1069.02,177457.8,28393.25,205851.05,MXN,PO00071,S00018,E00002
B25F0CA8-B33F-2821-4297-98C950222B41,emitida,F,1584,2025-01-22,2025-01-22,TIN091214KL3,Talleres Industriales del Norte SA de CV,TIV9003196BV,Grupo Chapa S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,204254.44,204254.44,32680.71,236935.15,MXN,,C00007,E00007
40485493-B9E9-35C3-4366-CD17934D4185,recibida,A,57080,2025-01-23,2025-01-23,NOR190111MKV,Refacciones Santa Catarina S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Válvulas neumáticas,69.0,335.66,23160.5,3705.68,26866.18,MXN,PO00013,S00022,E00002
DA261311-3534-DC8D-B49B-90516690181C,recibida,A,71469,2025-01-27,2025-01-28,JCY220225DEO,Soldadura Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Discos de corte,22.0,4757.63,104667.8,16746.85,121414.65,MXN,PO00099,S00029,E00002
C3128151-2410-C556-12C1-BAD3A597EADB,recibida,A,36802,2025-01-27,2025-01-27,JCY220225DEO,Soldadura Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Electrodos 6013,40.0,2473.0,98920,15827.2,114747.2,MXN,PO00038,S00029,E00002
4D96E9DA-9DD8-7A35-9B4B-6E9A506BCEB3,recibida,A,668,2025-01-27,2025-01-28,YFL9210050X2,Herramientas del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Motor eléctrico 5HP,161.0,164.72,26520.5,4243.28,30763.78,MXN,PO00025,S00037,E00002
3D631B48-B59C-F5CF-A491-583756D751A5,recibida,A,9050,2025-01-27,2025-01-28,EVO0907049MQ,Hidráulica Nuevo León SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Tubo estructural,121.0,204.63,24760.5,3961.68,28722.18,MXN,PO00437,S00009,E00002
118A7E24-5AB0-CA33-C87C-6570812C814F,recibida,A,56096,2025-01-27,2025-01-28,NOR190111MKV,Refacciones Santa Catarina S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Válvulas neumáticas,67.0,304.0,20367.8,3258.85,23626.65,MXN,PO00516,S00022,E00002
CB95873E-BE0D-BE6B-3F09-F42E1286BF38,recibida,A,89670,2025-01-27,2025-01-27,POR220413M4Q,Pinturas Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de montacargas,1.0,5780.5,5780.5,924.88,6705.38,MXN,PO00366,S00036,E00002
985D5F4A-BBE7-E7E2-F93A-6D9280A2A624,recibida,A,15718,2025-01-27,2025-01-29,JDT8809104XZ,Empaques del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Asesoría fiscal,1.0,106660.0,106660,17065.6,123725.6,MXN,PO00018,S00013,E00002
6B7B2C87-E50A-7BF4-9EA6-64FB8AC95913,recibida,A,6312,2025-01-28,2025-01-30,RYY210726M9I,Metálica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de nave industrial,1.0,36552.4,36552.4,5848.38,42400.78,MXN,PO00465,S00015,E00002
EA185AB1-8EA9-7878-8C1F-F68B7603BB23,recibida,A,41014,2025-01-28,2025-01-30,NOR190111MKV,Refacciones Santa Catarina S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Rodamientos SKF,12.0,999.21,11990.5,1918.48,13908.98,MXN,PO00227,S00022,E00002
8C0C562B-97D1-BAB6-43C2-69BDF480A193,recibida,A,8138,2025-01-28,2025-01-30,IXR870809SKC,Electrónica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Maniobras de carga,1.0,14439.9,14439.9,2310.38,16750.28,MXN,PO00143,S00012,E00002
5AA12EBA-A2D6-B281-FAAE-DCB65B9A3F0F,recibida,A,224,2025-01-28,2025-01-29,KGD1808073H9,Transportes Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Sellos hidráulicos,171.0,198.88,34007.8,5441.25,39449.05,MXN,PO00181,S00024,E00002
DA4CCF43-D63E-1434-484F-7AF9451DEA42,recibida,A,8867,2025-01-28,2025-01-29,JDT8809104XZ,Empaques del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Servicios de limpieza,1.0,30140.5,30140.5,4822.48,34962.98,MXN,PO00496,S00013,E00002
AADA85C4-1951-CA9A-8F3E-26A1CD874639,recibida,A,78438,2025-01-28,2025-01-30,PPK23090228I,Metálica del Norte SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Sellos hidráulicos,180.0,446.22,80319.9,12851.18,93171.08,MXN,PO00118,S00017,E00002
4FDF419F-C42A-08C7-EA5A-6D1251D81374,emitida,F,1539,2025-01-28,2025-01-28,TIN091214KL3,Talleres Industriales del Norte SA de CV,LED040311C11,Construcciones Martínez SAPI de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,241713.99,241713.99,38674.24,280388.23,MXN,,C00005,E00007
DEE3FB06-7D29-0989-52A9-C7FECDCA0DD5,emitida,F,1612,2025-01-28,2025-01-28,TIN091214KL3,Talleres Industriales del Norte SA de CV,CSM870728H9S,Grupo Quintanilla S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,72425.66,72425.66,11588.11,84013.77,MXN,,C00001,E00007
9F53DABE-1702-2F8B-96EC-059F1439D3BE,recibida,A,22660,2025-01-29,2025-01-30,BRG980912TE9,Ferretera Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicio de mantenimiento,1.0,5260.5,5260.5,841.68,6102.18,MXN,PO00212,S00002,E00002
28660F5E-9A15-91E1-C8B6-F294AEE694ED,recibida,A,22199,2025-01-30,2025-02-01,IXR870809SKC,Electrónica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Flete foráneo,1.0,3360.5,3360.5,537.68,3898.18,MXN,PO00275,S00012,E00002
0590BECE-1D46-A50A-C8DF-77236E0F7BC1,recibida,A,77042,2025-01-30,2025-01-30,TYC9409017QY,Hidráulica Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Asesoría fiscal,1.0,65630.0,65630,10500.8,76130.8,MXN,PO00233,S00006,E00002
C1F73FFF-F18B-0AEA-AE02-CCD8B91A7E10,emitida,F,1507,2025-01-31,2025-01-31,TIN091214KL3,Talleres Industriales del Norte SA de CV,AKL141216HQE,Envases Guerra SA de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,163080.71,163080.71,26092.91,189173.62,MXN,,C00011,E00007
B52E379D-9252-F839-27D9-361E10844E20,recibida,A,55843,2025-02-03,2025-02-03,RYY210726M9I,Metálica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Servicio de energía,1.0,23909.9,23909.9,3825.58,27735.48,MXN,PO00125,S00015,E00002
E653B149-C425-F1DA-914D-04F78BE088CA,recibida,A,57494,2025-02-03,2025-02-03,KGD1808073H9,Transportes Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Válvulas neumáticas,125.0,250.8,31350,5016.0,36366.0,MXN,PO00401,S00024,E00002
14687223-A95B-4F0D-E7AE-9F325F06BA92,recibida,A,48005,2025-02-04,2025-02-05,TQX980213KP2,Soldadura Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Flete local,1.0,7732.4,7732.4,1237.18,8969.58,MXN,PO00349,S00011,E00002
8A82E1AC-09B1-64DD-7578-C1388F980CE0,recibida,A,16354,2025-02-04,2025-02-06,JDT8809104XZ,Empaques del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Asesoría fiscal,1.0,76389.9,76389.9,12222.38,88612.28,MXN,PO00342,S00013,E00002
79075C00-C43A-DA06-68B3-4F5FBBFA7EBB,recibida,A,49069,2025-02-06,2025-02-06,JCY220225DEO,Soldadura Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Discos de corte,41.0,1866.78,76537.8,12246.05,88783.85,MXN,PO00242,S00029,E00002
640B54C1-F15E-4AFE-9C57-DEC783D0F82B,recibida,A,10639,2025-02-06,2025-02-07,RYY210726M9I,Metálica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de nave industrial,1.0,26377.8,26377.8,4220.45,30598.25,MXN,PO00314,S00015,E00002
21F4AC6A-92EE-06A6-0024-57FBD7665B1D,recibida,A,62978,2025-02-06,2025-02-06,UDA130122EPS,Maquinados Monterrey SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de montacargas,1.0,157922.4,157922.4,25267.58,183189.98,MXN,PO00279,S00031,E00002
F892DA4F-EC15-D1B3-9EDA-5F9A79ACC269,recibida,A,26948,2025-02-06,2025-02-07,KPZ0809046NE,Neumática Santa Catarina SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de asesoría integral,1.0,200000.0,200000,32000.0,232000.0,MXN,PO00438,S00041,E00002
875F01DF-3103-DCFC-CF2E-FBDC6A060915,recibida,A,45671,2025-02-07,2025-02-09,HSA170302L56,Distribuidora del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de montacargas,1.0,58290.5,58290.5,9326.48,67616.98,MXN,PO00062,S00005,E00002
12D1A57D-72C5-1FA6-90C0-96D6394AB2A5,recibida,A,84769,2025-02-10,2025-02-11,BRG980912TE9,Ferretera Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Consultoría de procesos,1.0,10167.8,10167.8,1626.85,11794.65,MXN,PO00451,S00002,E00002
E318378E-1BAA-6D1C-E18E-8344F01B4030,recibida,A,20681,2025-02-10,2025-02-11,YZN920101669,Neumática Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Rodamientos SKF,68.0,89.41,6080,972.8,7052.8,MXN,PO00152,S00020,E00002
BC06F9C0-8FA3-652C-7DC2-3853F0B6EFFA,recibida,A,22287,2025-02-10,2025-02-12,PPK23090228I,Metálica del Norte SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Motor eléctrico 5HP,22.0,4331.81,95299.9,15247.98,110547.88,MXN,PO00182,S00017,E00002
1865EA65-8155-3BFE-632A-996820F6CB21,emitida,F,1559,2025-02-10,2025-02-10,TIN091214KL3,Talleres Industriales del Norte SA de CV,QBN900325RYY,Envases Hernández SAPI de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,373179.51,373179.51,59708.72,432888.23,MXN,,C00008,E00007
D6A662E4-BD8F-23F7-D5EF-9693577188D1,recibida,A,99718,2025-02-12,2025-02-12,TYC9409017QY,Hidráulica Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Asesoría fiscal,1.0,28570.5,28570.5,4571.28,33141.78,MXN,PO00141,S00006,E00002
E647ABE9-5D0D-6E47-76E6-3BD7384C43D5,recibida,A,77245,2025-02-12,2025-02-12,ETO1712191GE,Maquinados del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Válvulas neumáticas,151.0,408.76,61722.4,9875.58,71597.98,MXN,PO00513,S00028,E00002
95A5E92D-119F-28A0-7E82-47B95ADE7C2F,recibida,A,68673,2025-02-13,2025-02-14,TQX980213KP2,Soldadura Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,78101800,Flete local,1.0,7349.9,7349.9,1175.98,8525.88,MXN,PO00331,S00011,E00002
2FA50E24-8ADC-F2FC-C2AA-9CB1E480D6C4,recibida,A,65892,2025-02-13,2025-02-15,UDA130122EPS,Maquinados Monterrey SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80131500,Renta de montacargas,1.0,201070.0,201070,32171.2,233241.2,MXN,PO00209,S00031,E00002
