receipt_id,po_number,supplier_id,invoice_uuid,fecha,descripcion,cantidad,received_by,warehouse
GR00143,PO00198,S00022,6EBF7C6F-649A-0595-3F9E-717FC4A7DB1C,2025-06-23,Sellos hidráulicos,73.0,E00004,ALM-01
GR00144,PO00078,S00040,C17F2C88-54F6-C195-7A34-84243E505612,2025-06-24,Bandas industriales,26.0,E00004,ALM-02
GR00145,PO00222,S00009,C12939C9-2FA4-AE6D-0C10-1D20E8EC5161,2025-06-25,Tubo estructural,194.0,E00004,ALM-02
GR00146,PO00376,S00028,A7E42117-4F3F-CFC9-9F6F-88E252C49987,2025-06-25,Rodamientos SKF,10.0,E00004,ALM-02
GR00147,PO00117,S00030,7AE658EA-083D-7D4C-9442-9575AF5A1659,2025-06-25,Sellos hidráulicos,200.0,E00004,ALM-01
GR00148,PO00404,S00032,D9C569B9-2128-3039-1F7E-DDEE58EA0111,2025-06-27,Válvulas neumáticas,98.0,E00004,ALM-01
GR00149,PO00289,S00021,F88E42D7-478D-8BA5-C281-75EBF9097CEC,2025-06-27,Perfil PTR 2x2,152.0,E00004,ALM-02
GR00150,PO00335,S00026,B1380ABC-A817-13E2-600E-89AAA38D715A,2025-06-30,Válvulas neumáticas,7.0,E00004,ALM-02
GR00151,PO00466,S00039,AAF5A369-82C7-598B-2371-2E059AF0A126,2025-06-30,Placa de acero A36,26.0,E00004,ALM-02
GR00152,PO00055,S00035,858223AA-D78E-4CBC-8846-B8CD8D6B147F,2025-06-30,Sellos hidráulicos,78.0,E00004,ALM-02
GR00153,PO00542,S00035,34D004A1-6216-1761-23BA-83C63D8C2795,2025-06-30,Motor eléctrico 5HP,123.0,E00004,ALM-01
GR00154,PO00123,S00001,EE287B0D-27FE-CB64-8CB1-D6D8A4AEF417,2025-06-30,Bandas industriales,47.0,E00004,ALM-02
GR00155,PO00512,S00001,EB7EF068-574A-466F-D039-C6756E7342DA,2025-06-30,Bandas industriales,52.0,E00004,ALM-02
GR00156,PO00381,S00020,C78E9279-EDE5-4ECA-7649-0B05634F70FF,2025-07-01,Bandas industriales,164.0,E00004,ALM-01
GR00157,PO00153,S00004,7D9B9522-9FCC-D550-CA40-393CDAEC2E47,2025-07-02,Electrodos 6013,58.0,E00004,ALM-01
GR00158,PO00204,S00029,B138BC65-3093-8E8E-486E-94730EBF847B,2025-07-03,Electrodos 6013,132.0,E00004,ALM-01
GR00159,PO00486,S00016,AD12E116-A08C-7563-C846-A9489AF17948,2025-07-03,Brocas HSS,28.0,E00004,ALM-01
GR00160,PO00295,S00021,39E50E0C-52A2-C2A9-237C-F5C84B0C8547,2025-07-04,Placa de acero A36,117.0,E00004,ALM-01
GR00161,PO00461,S00038,80103945-602D-F68B-6623-450351938A24,2025-07-07,Solvente industrial,23.0,E00004,ALM-02
GR00162,PO00232,S00032,8DF7D010-8831-D487-8216-F241AF8C77F5,2025-07-07,Rodamientos SKF,193.0,E00004,ALM-01
GR00163,PO00140,S00032,01C0074F-E355-FA97-93CB-95E3D03D9C2F,2025-07-07,Rodamientos SKF,132.0,E00004,ALM-02
GR00164,PO00296,S00021,BD65DB72-19CD-399D-9C90-80E6C0AB2DA2,2025-07-07,Lámina de acero cal. 14,113.0,E00004,ALM-02
GR00165,PO00115,S00020,F00DD252-1838-FA7A-1723-7D5E55413783,2025-07-08,Bandas industriales,141.0,E00004,ALM-02
GR00166,PO00459,S00029,6FE57398-F3BE-5C8C-48FC-823882E43A26,2025-07-09,Electrodos 6013,127.0,E00004,ALM-01
GR00167,PO00440,S00021,37CF0EED-527E-9B71-80B8-7D84C0B379B5,2025-07-18,Perfil PTR 2x2,59.0,E00004,ALM-01
GR00168,PO00029,S00029,B1058400-C098-964F-4889-EDDC628C124C,2025-07-22,Brocas HSS,198.0,E00004,ALM-02
GR00169,PO00508,S00016,3FEAD6E7-24A8-69C7-F52A-E53DA543ED82,2025-07-22,Solvente industrial,167.0,E00004,ALM-01
GR00170,PO00076,S00030,AE10F411-2DB4-4195-1646-284DFA83BEB6,2025-07-23,Bandas industriales,175.0,E00004,ALM-01
GR00171,PO00060,S00016,5BC6710C-C556-97B8-5A4A-1D3BB452FE74,2025-07-24,Brocas HSS,182.0,E00004,ALM-01
GR00172,PO00256,S00039,EE8A7832-ACEB-9DD6-251A-F2F42B56A1CF,2025-07-24,Barra redonda 1018,50.0,E00004,ALM-02
GR00173,PO00294,S00023,600B043F-5F81-59DC-62A8-731C720C4F9A,2025-07-25,Sellos hidráulicos,139.0,E00004,ALM-01
GR00174,PO00089,S00038,67F2D14E-F70A-B30C-B8FF-62AA5FBF9B71,2025-07-28,Guantes de carnaza,140.0,E00004,ALM-02
GR00175,PO00415,S00009,BC9D5678-F878-13D9-12A5-6E5BBFF404E4,2025-07-28,Tubo estructural,196.0,E00004,ALM-02
GR00176,PO00254,S00024,FB31CA1D-4BD5-5012-D911-C377957110C7,2025-07-28,Rodamientos SKF,1.0,E00004,ALM-01
GR00177,PO00011,S00035,10D080C1-790B-48A5-D770-EFB5D44D3ABB,2025-07-28,Bandas industriales,36.0,E00004,ALM-02
GR00178,PO00088,S00004,3AD9E0E8-316F-BF19-E036-7D09D098A081,2025-07-28,Guantes de carnaza,138.0,E00004,ALM-02
GR00179,PO00460,S00024,839B490A-F7C2-5E10-9F4D-5155519C7CFB,2025-07-29,Rodamientos SKF,190.0,E00004,ALM-02
GR00180,PO00375,S00024,61397A1E-0913-CC3A-0775-F84A49CBA2F1,2025-07-30,Bandas industriales,82.0,E00004,ALM-02
GR00181,PO00267,S00029,2E26E465-409A-D393-71C2-D65ED114E8F6,2025-07-31,Discos de corte,99.0,E00004,ALM-02
GR00182,PO00185,S00016,F7A97E6C-2D8A-64FC-B82D-E96F03DC96AA,2025-08-04,Electrodos 6013,170.0,E00004,ALM-01
GR00183,PO00423,S00039,71BB93AD-ED5E-DE01-1A48-018FA25F626C,2025-08-04,Perfil PTR 2x2,157.0,E00004,ALM-02
GR00184,PO00107,S00037,8A865457-6FE6-EFBE-AB9D-65BD7BFDA133,2025-08-07,Rodamientos SKF,197.0,E00004,ALM-01
GR00185,PO00068,S00022,2CB58CD3-99D6-75C5-5944-50FC0A2D9269,2025-08-08,Válvulas neumáticas,175.0,E00004,ALM-02
GR00186,PO00073,S00039,A4B838C1-D9AB-A6B9-55BF-6BF849F0E009,2025-08-08,Perfil PTR 2x2,112.0,E00004,ALM-02
GR00187,PO00357,S00009,FD720DD1-13D0-75F6-18A2-C79A128AD481,2025-08-11,Lámina de acero cal. 14,64.0,E00004,ALM-02
GR00188,PO00173,S00023,EADF3EFE-DCC2-6853-891F-D12782627F5E,2025-08-11,Rodamientos SKF,23.0,E00004,ALM-02
GR00189,PO00525,S00018,FB5D6CDB-0CB9-6143-58E6-6CE212D89245,2025-08-12,Electrodos 6013,24.0,E00004,ALM-01
GR00190,PO00247,S00018,337B1F7C-8E9E-4CEB-0F23-E62E7805389E,2025-08-12,Electrodos 6013,59.0,E00004,ALM-02
