entry_id,fecha,account_code,account_name,debit,credit,descripcion,invoice_uuid,txn_id
GL00029,2025-01-06,4000,Ventas,0,358114.62,Venta 1551 Autopartes Guerra S de RL de CV,3C618418-0A99-EC54-E5DB-606406E88EBA,
GL00030,2025-01-06,2180,IVA trasladado,0,57298.34,IVA venta 1551,3C618418-0A99-EC54-E5DB-606406E88EBA,
GL00031,2025-01-06,1200,Clientes,342483.01,0,Venta 1600 Envases Quintanilla S de RL de CV,8B4E12FB-CC8F-DD06-BAEF-D609EC300BB9,
GL00032,2025-01-06,4000,Ventas,0,295243.97,Venta 1600 Envases Quintanilla S de RL de CV,8B4E12FB-CC8F-DD06-BAEF-D609EC300BB9,
GL00033,2025-01-06,2180,IVA trasladado,0,47239.04,IVA venta 1600,8B4E12FB-CC8F-DD06-BAEF-D609EC300BB9,
GL00034,2025-01-07,1200,Clientes,433131.62,0,Venta 1642 Grupo Martínez SA de CV,8178731E-550A-C854-136F-E28673894735,
GL00035,2025-01-07,4000,Ventas,0,373389.33,Venta 1642 Grupo Martínez SA de CV,8178731E-550A-C854-136F-E28673894735,
GL00036,2025-01-07,2180,IVA trasladado,0,59742.29,IVA venta 1642,8178731E-550A-C854-136F-E28673894735,
GL00037,2025-01-08,6000,Gastos refacciones,8710,0,Factura 61885 Servicios Santa Catarina SAPI de CV,A3D76CE1-0C3D-6B3D-CDD7-906E526AF3B6,
GL00038,2025-01-08,1180,IVA acreditable,1393.6,0,IVA factura 61885,A3D76CE1-0C3D-6B3D-CDD7-906E526AF3B6,
GL00039,2025-01-08,2100,Proveedores,0,10103.6,Factura 61885 Servicios Santa Catarina SAPI de CV,A3D76CE1-0C3D-6B3D-CDD7-906E526AF3B6,
GL00040,2025-01-09,6000,Gastos materia_prima,11880,0,Factura 22789 Empaques Apodaca SAPI de CV,E777BAF1-6AA6-7B09-3CA4-15DFC9FF6F26,
GL00041,2025-01-09,1180,IVA acreditable,1900.8,0,IVA factura 22789,E777BAF1-6AA6-7B09-3CA4-15DFC9FF6F26,
GL00042,2025-01-09,2100,Proveedores,0,13780.8,Factura 22789 Empaques Apodaca SAPI de CV,E777BAF1-6AA6-7B09-3CA4-15DFC9FF6F26,
GL00043,2025-01-09,1200,Clientes,331079.56,0,Venta 1523 Autopartes Quintanilla S de RL de CV,42E3DCD7-9648-3613-589D-77B741599733,
GL00044,2025-01-09,4000,Ventas,0,285413.41,Venta 1523 Autopartes Quintanilla S de RL de CV,42E3DCD7-9648-3613-589D-77B741599733,
GL00045,2025-01-09,2180,IVA trasladado,0,45666.15,IVA venta 1523,42E3DCD7-9648-3613-589D-77B741599733,
GL00046,2025-01-10,6000,Gastos renta_util,168169.9,0,Factura 94791 Maquinados Monterrey SA de CV,A42D3646-8B59-FF3C-558F-3B9E414E241A,
GL00047,2025-01-10,1180,IVA acreditable,26907.18,0,IVA factura 94791,A42D3646-8B59-FF3C-558F-3B9E414E241A,
GL00048,2025-01-10,2100,Proveedores,0,195077.08,Factura 94791 Maquinados Monterrey SA de CV,A42D3646-8B59-FF3C-558F-3B9E414E241A,
GL00049,2025-01-10,6000,Gastos logistica,4740,0,Factura 33722 Electrónica del Norte S de RL de CV,5E5716D5-ACA8-2AB4-AC7E-36C99BA74342,
GL00050,2025-01-10,1180,IVA acreditable,758.4,0,IVA factura 33722,5E5716D5-ACA8-2AB4-AC7E-36C99BA74342,
GL00051,2025-01-10,2100,Proveedores,0,5498.4,Factura 33722 Electrónica del Norte S de RL de CV,5E5716D5-ACA8-2AB4-AC7E-36C99BA74342,
GL00052,2025-01-10,6000,Gastos refacciones,60880.5,0,Factura 47585 Suministros Guadalupe SA de CV,B8E07E44-170E-5617-5F72-1C8957366B27,
GL00053,2025-01-10,1180,IVA acreditable,9740.88,0,IVA factura 47585,B8E07E44-170E-5617-5F72-1C8957366B27,
GL00054,2025-01-10,2100,Proveedores,0,70621.38,Factura 47585 Suministros Guadalupe SA de CV,B8E07E44-170E-5617-5F72-1C8957366B27,
GL00055,2025-01-10,1200,Clientes,330232.38,0,Venta 1530 Envases Martínez SAPI de CV,F8A6980A-79B7-6035-B7CA-BDA01A17ACC5,
GL00056,2025-01-10,4000,Ventas,0,284683.09,Venta 1530 Envases Martínez SAPI de CV,F8A6980A-79B7-6035-B7CA-BDA01A17ACC5,
GL00057,2025-01-10,2180,IVA trasladado,0,45549.29,IVA venta 1530,F8A6980A-79B7-6035-B7CA-BDA01A17ACC5,
GL00058,2025-01-13,6000,Gastos logistica,10092.4,0,Factura 78863 Suministros Guadalupe SA de CV,6D0FD714-1013-B2E7-A8CF-FCA3BDDF7B99,
GL00059,2025-01-13,1180,IVA acreditable,1614.78,0,IVA factura 78863,6D0FD714-1013-B2E7-A8CF-FCA3BDDF7B99,
GL00060,2025-01-13,2100,Proveedores,0,11707.18,Factura 78863 Suministros Guadalupe SA de CV,6D0FD714-1013-B2E7-A8CF-FCA3BDDF7B99,
GL00061,2025-01-13,6000,Gastos materia_prima,20040.5,0,Factura 57478 Hidráulica Nuevo León SAPI de CV,37858087-41FC-F9B1-9165-FA8B23BBEACA,
GL00062,2025-01-13,1180,IVA acreditable,3206.48,0,IVA factura 57478,37858087-41FC-F9B1-9165-FA8B23BBEACA,
GL00063,2025-01-13,2100,Proveedores,0,23246.98,Factura 57478 Hidráulica Nuevo León SAPI de CV,37858087-41FC-F9B1-9165-FA8B23BBEACA,
GL00064,2025-01-13,6000,Gastos servicios,36597.8,0,Factura 96872 Hidráulica Industrial S de RL de CV,695AC14D-814A-9763-5C41-5CC51004ABD7,
GL00065,2025-01-13,1180,IVA acreditable,5855.65,0,IVA factura 96872,695AC14D-814A-9763-5C41-5CC51004ABD7,
GL00066,2025-01-13,2100,Proveedores,0,42453.45,Factura 96872 Hidráulica Industrial S de RL de CV,695AC14D-814A-9763-5C41-5CC51004ABD7,
GL00067,2025-01-13,6000,Gastos refacciones,51900,0,Factura 7907 Transportes Industrial S de RL de CV,77FED1B8-547F-6E4B-6F1F-711BBA89BD68,
GL00068,2025-01-13,1180,IVA acreditable,8304.0,0,IVA factura 7907,77FED1B8-547F-6E4B-6F1F-711BBA89BD68,
GL00069,2025-01-13,2100,Proveedores,0,60204.0,Factura 7907 Transportes Industrial S de RL de CV,77FED1B8-547F-6E4B-6F1F-711BBA89BD68,
GL00070,2025-01-13,1200,Clientes,395599.51,0,Venta 1609 Grupo Quintanilla S de RL de CV,F62359FA-6445-4E1A-F0B9-E1291DD6B5A6,
GL00071,2025-01-13,4000,Ventas,0,341034.06,Venta 1609 Grupo Quintanilla S de RL de CV,F62359FA-6445-4E1A-F0B9-E1291DD6B5A6,
GL00072,2025-01-13,2180,IVA trasladado,0,54565.45,IVA venta 1609,F62359FA-6445-4E1A-F0B9-E1291DD6B5A6,
GL00073,2025-01-13,1200,Clientes,241226.06,0,Venta 1625 Construcciones Zambrano S de RL de CV,F2488F1B-597D-D595-0508-78C142ECE01A,
GL00074,2025-01-13,4000,Ventas,0,207953.5,Venta 1625 Construcciones Zambrano S de RL de CV,F2488F1B-597D-D595-0508-78C142ECE01A,
GL00075,2025-01-13,2180,IVA trasladado,0,33272.56,IVA venta 1625,F2488F1B-597D-D595-0508-78C142ECE01A,
GL00076,2025-01-14,6000,Gastos servicios,93619.9,0,Factura 96525 Grupo San Nicolás SA de CV,15D01CE8-51FD-C969-CB9E-43AEB4E86935,
GL00077,2025-01-14,1180,IVA acreditable,14979.18,0,IVA factura 96525,15D01CE8-51FD-C969-CB9E-43AEB4E86935,
GL00078,2025-01-14,2100,Proveedores,0,108599.08,Factura 96525 Grupo San Nicolás SA de CV,15D01CE8-51FD-C969-CB9E-43AEB4E86935,
GL00079,2025-01-14,6000,Gastos servicios,62510,0,Factura 22518 Hidráulica Industrial S de RL de CV,CBD1B6DF-3BF9-D69D-E539-726532DE5EFB,
GL00080,2025-01-14,1180,IVA acreditable,10001.6,0,IVA factura 22518,CBD1B6DF-3BF9-D69D-E539-726532DE5EFB,
GL00081,2025-01-14,2100,Proveedores,0,72511.6,Factura 22518 Hidráulica Industrial S de RL de CV,CBD1B6DF-3BF9-D69D-E539-726532DE5EFB,
GL00082,2025-01-14,6000,Gastos refacciones,85647.8,0,Factura 8048 Maquinados del Norte SAPI de CV,D4A23951-FFA9-7506-637D-CCBEF0F544CD,
GL00083,2025-01-14,1180,IVA acreditable,13703.65,0,IVA factura 8048,D4A23951-FFA9-7506-637D-CCBEF0F544CD,
GL00084,2025-01-14,2100,Proveedores,0,99351.45,Factura 8048 Maquinados del Norte SAPI de CV,D4A23951-FFA9-7506-637D-CCBEF0F544CD,
GL00085,2025-01-14,1200,Clientes,340390.01,0,Venta 1517 Autopartes Quintanilla S de RL de CV,3176AD93-BC78-F14C-62A5-3B5B46302431,
GL00086,2025-01-14,4000,Ventas,0,293439.66,Venta 1517 Autopartes Quintanilla S de RL de CV,3176AD93-BC78-F14C-62A5-3B5B46302431,
GL00087,2025-01-14,2180,IVA trasladado,0,46950.35,IVA venta 1517,3176AD93-BC78-F14C-62A5-3B5B46302431,
GL00088,2025-01-15,6000,Gastos logistica,6789.9,0,Factura 5203 Suministros Guadalupe SA de CV,FE5909FC-4FF6-DEDC-14BE-E0E34AF32657,
GL00089,2025-01-15,1180,IVA acreditable,1086.38,0,IVA factura 5203,FE5909FC-4FF6-DEDC-14BE-E0E34AF32657,
GL00090,2025-01-15,2100,Proveedores,0,7876.28,Factura 5203 Suministros Guadalupe SA de CV,FE5909FC-4FF6-DEDC-14BE-E0E34AF32657,
GL00091,2025-01-15,6000,Gastos refacciones,8962.4,0,Factura 50612 Herramientas del Norte S de RL de CV,834AD09D-33E6-C4BE-DA29-1775B3687B1D,
GL00092,2025-01-15,1180,IVA acreditable,1433.98,0,IVA factura 50612,834AD09D-33E6-C4BE-DA29-1775B3687B1D,
GL00093,2025-01-15,2100,Proveedores,0,10396.38,Factura 50612 Herramientas del Norte S de RL de CV,834AD09D-33E6-C4BE-DA29-1775B3687B1D,
GL00094,2025-01-15,6000,Gastos refacciones,22130,0,Factura 81802 Refacciones Santa Catarina S de RL de CV,0F340B0D-4F94-3305-B7D5-67C69F71A57D,
GL00095,2025-01-15,1180,IVA acreditable,3540.8,0,IVA factura 81802,0F340B0D-4F94-3305-B7D5-67C69F71A57D,
GL00096,2025-01-15,2100,Proveedores,0,25670.8,Factura 81802 Refacciones Santa Catarina S de RL de CV,0F340B0D-4F94-3305-B7D5-67C69F71A57D,
GL00097,2025-01-15,6000,Gastos materia_prima,20387.8,0,Factura 60478 Empaques Apodaca SAPI de CV,0AACD1D6-5E67-D7A0-B67F-AC0627F48EE7,
GL00098,2025-01-15,1180,IVA acreditable,3262.05,0,IVA factura 60478,0AACD1D6-5E67-D7A0-B67F-AC0627F48EE7,
GL00099,2025-01-15,2100,Proveedores,0,23649.85,Factura 60478 Empaques Apodaca SAPI de CV,0AACD1D6-5E67-D7A0-B67F-AC0627F48EE7,
GL00100,2025-01-15,6000,Gastos refacciones,21440.5,0,Factura 62696 Industrias Monterrey SA de CV,B8DA1CBC-9DF3-FBCA-941F-62AE1F0ED31B,
GL00101,2025-01-15,1180,IVA acreditable,3430.48,0,IVA factura 62696,B8DA1CBC-9DF3-FBCA-941F-62AE1F0ED31B,
GL00102,2025-01-15,2100,Proveedores,0,24870.98,Factura 62696 Industrias Monterrey SA de CV,B8DA1CBC-9DF3-FBCA-941F-62AE1F0ED31B,
GL00103,2025-01-15,6000,Gastos consumibles,6543.65,0,Factura 27286 Maquinados Regiomontana S de RL de CV,DD21726F-323D-0195-A294-8E036977929B,
GL00104,2025-01-15,1180,IVA acreditable,1046.98,0,IVA factura 27286,DD21726F-323D-0195-A294-8E036977929B,
GL00105,2025-01-15,2100,Proveedores,0,7590.63,Factura 27286 Maquinados Regiomontana S de RL de CV,DD21726F-323D-0195-A294-8E036977929B,
GL00106,2025-01-16,6000,Gastos servicios,5920,0,Factura 65373 Ferretera Guadalupe S de RL de CV,8DA87627-6797-66BF-2A16-4FB269D77AFB,
GL00107,2025-01-16,1180,IVA acreditable,947.2,0,IVA factura 65373,8DA87627-6797-66BF-2A16-4FB269D77AFB,
GL00108,2025-01-16,2100,Proveedores,0,6867.2,Factura 65373 Ferretera Guadalupe S de RL de CV,8DA87627-6797-66BF-2A16-4FB269D77AFB,
GL00109,2025-01-16,1200,Clientes,82254.44,0,Venta 1604 Envases Quintanilla S de RL de CV,98F4A8F4-418D-ECE1-99FD-D7E79C4D0004,
GL00110,2025-01-16,4000,Ventas,0,70909.0,Venta 1604 Envases Quintanilla S de RL de CV,98F4A8F4-418D-ECE1-99FD-D7E79C4D0004,
GL00111,2025-01-16,2180,IVA trasladado,0,11345.44,IVA venta 1604,98F4A8F4-418D-ECE1-99FD-D7E79C4D0004,
GL00112,2025-01-17,6000,Gastos renta_util,27867.8,0,Factura 29178 Metálica del Norte S de RL de CV,70F3DBA0-01E0-234B-9DD3-CD55EF83042A,
GL00113,2025-01-17,1180,IVA acreditable,4458.85,0,IVA factura 29178,70F3DBA0-01E0-234B-9DD3-CD55EF83042A,
GL00114,2025-01-17,2100,Proveedores,0,32326.65,Factura 29178 Metálica del Norte S de RL de CV,70F3DBA0-01E0-234B-9DD3-CD55EF83042A,
GL00115,2025-01-17,6000,Gastos logistica,13533.37,0,Factura 34634 Herramientas Regiomontana SA de CV,5B4A4FB0-B0D9-7CA0-02E4-848450203017,
GL00116,2025-01-17,1180,IVA acreditable,2165.34,0,IVA factura 34634,5B4A4FB0-B0D9-7CA0-02E4-848450203017,
GL00117,2025-01-17,2100,Proveedores,0,15698.71,Factura 34634 Herramientas Regiomontana SA de CV,5B4A4FB0-B0D9-7CA0-02E4-848450203017,
GL00118,2025-01-20,6000,Gastos logistica,10269.9,0,Factura 11886 Suministros Guadalupe SA de CV,1C7A3742-07E8-9EC0-E225-0462CE918AB9,
GL00119,2025-01-20,1180,IVA acreditable,1643.18,0,IVA factura 11886,1C7A3742-07E8-9EC0-E225-0462CE918AB9,
GL00120,2025-01-20,2100,Proveedores,0,11913.08,Factura 11886 Suministros Guadalupe SA de CV,1C7A3742-07E8-9EC0-E225-0462CE918AB9,
GL00121,2025-01-20,6000,Gastos servicios,13779.9,0,Factura 35377 Ferretera Guadalupe S de RL de CV,B99FCE81-40D6-F479-0E9E-192A8317AB90,
GL00122,2025-01-20,1180,IVA acreditable,2204.78,0,IVA factura 35377,B99FCE81-40D6-F479-0E9E-192A8317AB90,
GL00123,2025-01-20,2100,Proveedores,0,15984.68,Factura 35377 Ferretera Guadalupe S de RL de CV,B99FCE81-40D6-F479-0E9E-192A8317AB90,
GL00124,2025-01-20,2100,Proveedores,15521.38,0,Pago Pinturas Nuevo León SAPI de CV,2AC83CA9-9566-1EF9-9101-28FD44D958C4,TX00001
GL00125,2025-01-20,1020,Bancos,0,15521.38,Pago Pinturas Nuevo León SAPI de CV,2AC83CA9-9566-1EF9-9101-28FD44D958C4,TX00001
GL00126,2025-01-20,6000,Gastos refacciones,13620.5,0,Factura 74471 Neumática Industrial S de RL de CV,C97A561D-848D-0F57-6D84-BF83FBA130E2,
GL00127,2025-01-20,1180,IVA acreditable,2179.28,0,IVA factura 74471,C97A561D-848D-0F57-6D84-BF83FBA130E2,
GL00128,2025-01-20,2100,Proveedores,0,15799.78,Factura 74471 Neumática Industrial S de RL de CV,C97A561D-848D-0F57-6D84-BF83FBA130E2,
GL00129,2025-01-20,1200,Clientes,192802.83,0,Venta 1613 Grupo Quintanilla S de RL de CV,0E8D0888-1342-0739-278B-1F8A2FEC7E75,
GL00130,2025-01-20,4000,Ventas,0,166209.34,Venta 1613 Grupo Quintanilla S de RL de CV,0E8D0888-1342-0739-278B-1F8A2FEC7E75,
GL00131,2025-01-20,2180,IVA trasladado,0,26593.49,IVA venta 1613,0E8D0888-1342-0739-278B-1F8A2FEC7E75,
GL00132,2025-01-22,6000,Gastos consumibles,177457.8,0,Factura 83819 Ferretera Santa Catarina SAPI de CV,06B50424-D48B-15E9-785D-0E2B519DBC3A,
GL00133,2025-01-22,1180,IVA acreditable,28393.25,0,IVA factura 83819,06B50424-D48B-15E9-785D-0E2B519DBC3A,
GL00134,2025-01-22,2100,Proveedores,0,205851.05,Factura 83819 Ferretera Santa Catarina SAPI de CV,06B50424-D48B-15E9-785D-0E2B519DBC3A,
GL00135,2025-01-22,1200,Clientes,236935.15,0,Venta 1584 Grupo Chapa S de RL de CV,B25F0CA8-B33F-2821-4297-98C950222B41,
GL00136,2025-01-22,4000,Ventas,0,204254.44,Venta 1584 Grupo Chapa S de RL de CV,B25F0CA8-B33F-2821-4297-98C950222B41,
GL00137,2025-01-22,2180,IVA trasladado,0,32680.71,IVA venta 1584,B25F0CA8-B33F-2821-4297-98C950222B41,
GL00138,2025-01-23,6000,Gastos refacciones,23160.5,0,Factura 57080 Refacciones Santa Catarina S de RL de CV,40485493-B9E9-35C3-4366-CD17934D4185,
GL00139,2025-01-23,1180,IVA acreditable,3705.68,0,IVA factura 57080,40485493-B9E9-35C3-4366-CD17934D4185,
GL00140,2025-01-23,2100,Proveedores,0,26866.18,Factura 57080 Refacciones Santa Catarina S de RL de CV,40485493-B9E9-35C3-4366-CD17934D4185,
GL00141,2025-01-24,2100,Proveedores,4037.38,0,Pago Ferretera Guadalupe S de RL de CV,2FB00D4B-9273-81B8-85A1-C2032EBE3982,TX00002
GL00142,2025-01-24,1020,Bancos,0,4037.38,Pago Ferretera Guadalupe S de RL de CV,2FB00D4B-9273-81B8-85A1-C2032EBE3982,TX00002
GL00143,2025-01-27,6000,Gastos consumibles,104667.8,0,Factura 71469 Soldadura Regiomontana S de RL de CV,DA261311-3534-DC8D-B49B-90516690181C,
GL00144,2025-01-27,1180,IVA acreditable,16746.85,0,IVA factura 71469,DA261311-3534-DC8D-B49B-90516690181C,
GL00145,2025-01-27,2100,Proveedores,0,121414.65,Factura 71469 Soldadura Regiomontana S de RL de CV,DA261311-3534-DC8D-B49B-90516690181C,
GL00146,2025-01-27,6000,Gastos consumibles,98920,0,Factura 36802 Soldadura Regiomontana S de RL de CV,C3128151-2410-C556-12C1-BAD3A597EADB,
GL00147,2025-01-27,1180,IVA acreditable,15827.2,0,IVA factura 36802,C3128151-2410-C556-12C1-BAD3A597EADB,
GL00148,2025-01-27,2100,Proveedores,0,114747.2,Factura 36802 Soldadura Regiomontana S de RL de CV,C3128151-2410-C556-12C1-BAD3A597EADB,
GL00149,2025-01-27,6000,Gastos refacciones,26520.5,0,Factura 668 Herramientas del Norte S de RL de CV,4D96E9DA-9DD8-7A35-9B4B-6E9A506BCEB3,
GL00150,2025-01-27,1180,IVA acreditable,4243.28,0,IVA factura 668,4D96E9DA-9DD8-7A35-9B4B-6E9A506BCEB3,
GL00151,2025-01-27,2100,Proveedores,0,30763.78,Factura 668 Herramientas del Norte S de RL de CV,4D96E9DA-9DD8-7A35-9B4B-6E9A506BCEB3,
GL00152,2025-01-27,6000,Gastos materia_prima,24760.5,0,Factura 9050 Hidráulica Nuevo León SAPI de CV,3D631B48-B59C-F5CF-A491-583756D751A5,
GL00153,2025-01-27,1180,IVA acreditable,3961.68,0,IVA factura 9050,3D631B48-B59C-F5CF-A491-583756D751A5,
GL00154,2025-01-27,2100,Proveedores,0,28722.18,Factura 9050 Hidráulica Nuevo León SAPI de CV,3D631B48-B59C-F5CF-A491-583756D751A5,
GL00155,2025-01-27,6000,Gastos refacciones,20367.8,0,Factura 56096 Refacciones Santa Catarina S de RL de CV,118A7E24-5AB0-CA33-C87C-6570812C814F,
GL00156,2025-01-27,1180,IVA acreditable,3258.85,0,IVA factura 56096,118A7E24-5AB0-CA33-C87C-6570812C814F,
GL00157,2025-01-27,2100,Proveedores,0,23626.65,Factura 56096 Refacciones Santa Catarina S de RL de CV,118A7E24-5AB0-CA33-C87C-6570812C814F,
GL00158,2025-01-27,2100,Proveedores,37616.25,0,Pago Hidráulica Industrial S de RL de CV,558DBD62-B115-326C-182F-5E16A8055780,TX00003
GL00159,2025-01-27,1020,Bancos,0,37616.25,Pago Hidráulica Industrial S de RL de CV,558DBD62-B115-326C-182F-5E16A8055780,TX00003
GL00160,2025-01-27,6000,Gastos renta_util,5780.5,0,Factura 89670 Pinturas Guadalupe S de RL de CV,CB95873E-BE0D-BE6B-3F09-F42E1286BF38,
GL00161,2025-01-27,1180,IVA acreditable,924.88,0,IVA factura 89670,CB95873E-BE0D-BE6B-3F09-F42E1286BF38,
GL00162,2025-01-27,2100,Proveedores,0,6705.38,Factura 89670 Pinturas Guadalupe S de RL de CV,CB95873E-BE0D-BE6B-3F09-F42E1286BF38,
GL00163,2025-01-27,6000,Gastos servicios,106660,0,Factura 15718 Empaques del Norte SAPI de CV,985D5F4A-BBE7-E7E2-F93A-6D9280A2A624,
GL00164,2025-01-27,1180,IVA acreditable,17065.6,0,IVA factura 15718,985D5F4A-BBE7-E7E2-F93A-6D9280A2A624,
GL00165,2025-01-27,2100,Proveedores,0,123725.6,Factura 15718 Empaques del Norte SAPI de CV,985D5F4A-BBE7-E7E2-F93A-6D9280A2A624,
GL00166,2025-01-27,2100,Proveedores,40623.08,0,Pago Empaques del Norte SAPI de CV,7A222691-49E7-E75C-D770-528B44B23930,TX00004
GL00167,2025-01-27,1020,Bancos,0,40623.08,Pago Empaques del Norte SAPI de CV,7A222691-49E7-E75C-D770-528B44B23930,TX00004
GL00168,2025-01-28,6000,Gastos renta_util,36552.4,0,Factura 6312 Metálica del Norte S de RL de CV,6B7B2C87-E50A-7BF4-9EA6-64FB8AC95913,
GL00169,2025-01-28,1180,IVA acreditable,5848.38,0,IVA factura 6312,6B7B2C87-E50A-7BF4-9EA6-64FB8AC95913,
GL00170,2025-01-28,2100,Proveedores,0,42400.78,Factura 6312 Metálica del Norte S de RL de CV,6B7B2C87-E50A-7BF4-9EA6-64FB8AC95913,
GL00171,2025-01-28,2100,Proveedores,195077.08,0,Pago Maquinados Monterrey SA de CV,A42D3646-8B59-FF3C-558F-3B9E414E241A,TX00005
GL00172,2025-01-28,1020,Bancos,0,195077.08,Pago Maquinados Monterrey SA de CV,A42D3646-8B59-FF3C-558F-3B9E414E241A,TX00005
GL00173,2025-01-28,6000,Gastos refacciones,11990.5,0,Factura 41014 Refacciones Santa Catarina S de RL de CV,EA185AB1-8EA9-7878-8C1F-F68B7603BB23,
GL00174,2025-01-28,1180,IVA acreditable,1918.48,0,IVA factura 41014,EA185AB1-8EA9-7878-8C1F-F68B7603BB23,
GL00175,2025-01-28,2100,Proveedores,0,13908.98,Factura 41014 Refacciones Santa Catarina S de RL de CV,EA185AB1-8EA9-7878-8C1F-F68B7603BB23,
GL00176,2025-01-28,6000,Gastos logistica,14439.9,0,Factura 8138 Electrónica del Norte S de RL de CV,8C0C562B-97D1-BAB6-43C2-69BDF480A193,
GL00177,2025-01-28,1180,IVA acreditable,2310.38,0,IVA factura 8138,8C0C562B-97D1-BAB6-43C2-69BDF480A193,
GL00178,2025-01-28,2100,Proveedores,0,16750.28,Factura 8138 Electrónica del Norte S de RL de CV,8C0C562B-97D1-BAB6-43C2-69BDF480A193,
GL00179,2025-01-28,6000,Gastos refacciones,34007.8,0,Factura 224 Transportes Industrial S de RL de CV,5AA12EBA-A2D6-B281-FAAE-DCB65B9A3F0F,
